Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
1,BitcoinBTC,,"$109,220",0.2%,1.6%,1.8%,3.3%,"$72,303,670,067","19,938,556",19.94M,"$2,177,697,101,620"
2,EthereumETH,,"$3,866.20",0.4%,1.0%,4.1%,7.9%,"$36,363,656,295","120,698,327",120.7M,"$466,680,705,576"
3,TetherUSDT,,$1.00,0.0%,0.0%,0.0%,0.0%,"$123,473,190,261","182,504,361,790",182.5B,"$182,559,899,038"
4,BNBBNB,,"$1,094.11",0.5%,2.3%,7.5%,9.7%,"$3,397,244,215","139,180,146",139.18M,"$152,275,746,366"
5,XRPXRP,,$2.40,0.8%,0.1%,1.2%,16.3%,"$3,581,183,071","59,975,443,601",99.99B,"$143,685,950,220"
6,SolanaSOL,,$188.23,0.2%,1.5%,3.0%,14.1%,"$7,209,596,049","546,663,767",612.43M,"$102,922,959,739"
7,USDCUSDC,,$0.9999,0.0%,0.0%,0.0%,0.0%,"$20,247,249,787","76,545,038,871",76.55B,"$76,524,496,896"
8,Lido Staked EtherSTETH,,"$3,864.82",0.4%,1.0%,4.6%,7.8%,"$89,444,517","8,492,262",8.49M,"$32,825,563,794"
9,TRONTRX,,$0.3218,0.1%,0.7%,0.1%,5.7%,"$825,735,918","94,665,116,554",94.67B,"$30,452,316,582"
10,DogecoinDOGE,,$0.1935,1.0%,1.3%,2.3%,19.7%,"$2,219,858,999","151,445,986,384",151.47B,"$29,315,897,007"
11,CardanoADA,,$0.637,0.6%,0.3%,5.5%,22.7%,"$1,209,209,067","36,566,787,550",45B,"$23,290,394,335"
12,Wrapped stETHWSTETH,,"$4,703.07",0.4%,1.0%,4.0%,7.6%,"$43,032,098","3,216,282",3.22M,"$15,140,785,772"
13,Wrapped BitcoinWBTC,,"$109,056",0.2%,1.5%,1.9%,3.3%,"$332,361,634","126,774",126773.56,"$13,825,966,182"
14,Wrapped Beacon ETHWBETH,,"$4,175.04",0.4%,1.0%,4.1%,7.8%,"$29,469,131","3,264,280",3.26M,"$13,630,285,666"
15,Figure HelocFIGR_HELOC,,$1.00,0.0%,2.0%,2.2%,0.3%,"$608,993,172","13,193,441,797",13.19B,"$13,194,349,735"
16,ChainlinkLINK,,$17.31,0.6%,0.7%,4.7%,20.7%,"$899,462,744","696,849,970",1B,"$12,066,797,341"
17,Ethena USDeUSDE,,$0.9991,0.0%,0.0%,0.1%,0.2%,"$431,994,913","10,928,814,184",10.93B,"$10,918,821,985"
18,HyperliquidHYPE,,$38.87,1.2%,8.3%,1.7%,19.1%,"$701,637,003","270,772,999",999.84M,"$10,525,435,593"
19,Wrapped eETHWEETH,,"$4,171.20",0.4%,1.0%,4.1%,7.7%,"$6,542,706","2,479,028",2.48M,"$10,343,945,421"
20,StellarXLM,,$0.3119,0.9%,0.1%,4.4%,15.9%,"$186,220,295","32,009,795,575",50B,"$9,984,402,075"
21,Bitcoin CashBCH,,$483.73,0.0%,2.4%,7.9%,14.0%,"$632,690,645","19,942,587",19.94M,"$9,648,558,179"
22,USDSUSDS,,$1,0.1%,0.0%,0.0%,0.1%,"$21,890,654","9,130,174,547",9.13B,"$9,125,761,271"
23,Binance Bridged USDT (BNB Smart Chain)BSC-USD,,$1.00,0.1%,0.0%,0.3%,0.5%,"$3,313,620,324","8,984,993,296",8.98B,"$8,984,571,111"
24,SuiSUI,,$2.44,0.7%,0.8%,8.9%,27.6%,"$956,107,327","3,625,742,933",10B,"$8,868,054,291"
25,WETHWETH,,"$3,865.37",0.4%,1.0%,4.2%,7.9%,"$228,464,878","2,158,450",2.16M,"$8,343,282,410"
26,AvalancheAVAX,,$19.44,0.6%,0.7%,12.4%,44.1%,"$493,909,812","426,568,779",459.9M,"$8,292,156,661"
27,LEO TokenLEO,,$8.97,0.1%,0.1%,7.0%,5.4%,"$614,404","922,403,645",985.24M,"$8,272,686,088"
28,Coinbase Wrapped BTCCBBTC,,"$109,261",0.2%,1.6%,1.8%,3.2%,"$527,437,458","70,185",70185.36,"$7,669,312,184"
29,HederaHBAR,,$0.1687,0.6%,0.2%,6.7%,24.4%,"$212,426,767","42,405,229,929",50B,"$7,158,048,410"
30,LitecoinLTC,,$93.31,0.4%,1.2%,2.2%,12.0%,"$713,199,640","76,437,314",76.44M,"$7,132,961,155"
31,USDT0USDT0,,$1.00,0.0%,0.0%,0.0%,0.0%,"$530,500,025","7,117,582,146",7.12B,"$7,109,081,277"
32,MoneroXMR,,$331.30,1.8%,8.1%,3.7%,13.4%,"$198,451,370","18,446,744",18.45M,"$6,118,225,422"
33,WhiteBIT CoinWBT,,$41.72,0.2%,1.7%,1.6%,1.3%,"$108,357,908","144,118,517",321.5M,"$6,012,333,884"
34,Shiba InuSHIB,,$0.059977,0.5%,0.8%,3.6%,18.5%,"$178,457,934","589,245,519,600,614",589.5T,"$5,879,060,452"
35,MantleMNT,,$1.67,2.2%,3.5%,9.4%,5.2%,"$195,284,046","3,252,944,056",6.22B,"$5,437,307,125"
36,ToncoinTON,,$2.12,0.3%,1.1%,6.3%,25.2%,"$151,126,005","2,520,418,485",5.14B,"$5,330,671,603"
37,Ethena Staked USDeSUSDE,,$1.20,0.0%,0.1%,0.1%,0.3%,"$70,432,286","4,420,632,110",4.42B,"$5,292,232,833"
38,CronosCRO,,$0.144,0.3%,0.8%,8.9%,32.2%,"$27,460,623","36,066,052,405",98.1B,"$5,194,824,373"
39,DaiDAI,,$0.9995,0.0%,0.0%,0.1%,0.0%,"$74,043,457","4,691,235,464",4.69B,"$4,688,527,947"
40,PolkadotDOT,,$2.97,0.4%,0.4%,6.2%,26.2%,"$238,723,003","1,522,267,060",1.52B,"$4,516,397,048"
41,ZcashZEC,,$234.75,1.0%,13.7%,1.2%,376.9%,"$713,957,926","16,344,194",16.35M,"$3,843,306,727"
42,MemeCoreM,,$2.20,0.9%,1.2%,10.7%,8.4%,"$12,548,510","1,693,580,728",5.29B,"$3,725,834,592"
43,UniswapUNI,,$6.17,0.6%,0.4%,6.7%,24.5%,"$252,988,066","600,483,074",1B,"$3,704,481,374"
44,BittensorTAO,,$373.45,4.1%,4.1%,6.0%,17.6%,"$268,078,840","9,597,491",21M,"$3,591,204,222"
45,sUSDSSUSDS,,$1.07,0.1%,0.8%,0.3%,0.8%,"$42,435,414","3,218,569,054",3.22B,"$3,450,216,771"
46,World Liberty FinancialWLFI,,$0.1253,1.2%,0.5%,12.2%,39.1%,"$133,599,217","27,256,577,359",100B,"$3,415,460,298"
47,OKBOKB,,$162.55,0.3%,1.6%,8.4%,11.1%,"$85,571,493","21,000,000",21M,"$3,410,809,608"
48,AaveAAVE,,$220.70,0.6%,0.8%,9.0%,18.5%,"$454,132,322","15,256,711",16M,"$3,367,672,306"
49,EthenaENA,,$0.4637,0.3%,0.8%,6.5%,24.4%,"$463,515,052","7,156,250,000",15B,"$3,318,140,369"
50,ChainOpera AICOAI,,$16.51,0.3%,75.8%,29.0%,-,"$177,816,628","196,479,267",1B,"$3,295,880,482"
51,Bitget TokenBGB,,$4.59,0.2%,0.3%,4.6%,11.3%,"$75,022,719","699,992,036",919.99M,"$3,213,673,010"
52,PepePEPE,,$0.056839,0.7%,0.5%,5.6%,29.5%,"$445,019,333","420,690,000,000,000",420.69T,"$2,876,403,974"
53,BlackRock USD Institutional Digital Liquidity FundBUIDL,,$1,0.0%,0.0%,0.0%,0.0%,$0.00,"2,851,978,078",2.85B,"$2,851,865,499"
54,PayPal USDPYUSD,,$1.00,0.0%,0.0%,0.0%,0.0%,"$146,860,036","2,764,373,535",2.76B,"$2,764,325,078"
55,NEAR ProtocolNEAR,,$2.18,0.8%,1.0%,6.7%,28.7%,"$177,403,289","1,249,836,992",1.28B,"$2,727,270,029"
56,Jito Staked SOLJITOSOL,,$232.87,0.3%,1.4%,2.8%,13.7%,"$39,166,327","11,536,215",11.54M,"$2,691,863,592"
57,USD1USD1,,$0.9997,0.0%,0.0%,0.0%,0.0%,"$269,298,971","2,669,798,073",2.67B,"$2,669,239,593"
58,Ethereum ClassicETC,,$15.65,0.7%,1.3%,5.3%,16.9%,"$65,053,420","154,022,116",154.02M,"$2,410,402,100"
59,Binance-Peg WETHWETH,,"$3,865.76",0.5%,1.2%,3.8%,7.2%,"$109,000,235","605,000",605000,"$2,340,017,336"
60,AptosAPT,,$3.22,0.8%,2.7%,8.5%,25.6%,"$356,553,332","718,147,007",1.18B,"$2,308,790,562"
61,OndoONDO,,$0.7166,0.9%,0.5%,6.3%,23.7%,"$121,240,959","3,159,107,529",10B,"$2,264,820,946"
62,Falcon USDUSDF,,$0.9973,0.0%,0.2%,0.3%,0.1%,"$8,460,801","2,211,801,167",2.21B,"$2,204,950,002"
63,Tether GoldXAUT,,"$4,117.46",0.1%,1.8%,3.3%,8.1%,"$333,033,248","522,089",522089.3,"$2,149,695,627"
64,Jupiter Perpetuals Liquidity Provider TokenJLP,,$5.42,0.3%,0.8%,1.4%,4.0%,"$64,865,002","396,102,766",396.1M,"$2,147,949,027"
65,AsterASTER,,$1.01,1.0%,1.0%,20.7%,41.2%,"$683,832,744","2,017,700,000",8B,"$2,046,148,109"
66,POL (ex-MATIC)POL,,$0.1912,0.7%,1.4%,2.8%,16.4%,"$68,090,332","10,524,720,168",10.52B,"$2,011,998,456"
67,WorldcoinWLD,,$0.8544,1.0%,2.0%,9.5%,35.6%,"$169,556,682","2,219,102,379",10B,"$1,896,167,636"
68,GateGT,,$15.81,0.4%,0.3%,1.1%,4.2%,"$2,508,422","117,344,474",300M,"$1,854,194,318"
69,HTX DAOHTX,,$0.051984,0.2%,0.5%,3.6%,14.0%,"$40,626,883","930,149,437,822,426",930.15T,"$1,845,510,714"
70,USDtbUSDTB,,$0.9992,0.0%,0.0%,0.1%,0.0%,"$1,036,486","1,830,625,960",1.83B,"$1,828,446,851"
71,Provenance BlockchainHASH,,$0.03523,2.9%,0.2%,0.7%,19.6%,"$2,747.33","50,254,570,521",100B,"$1,814,365,830"
72,KuCoinKCS,,$13.41,0.0%,1.1%,5.5%,13.2%,"$7,599,717","129,775,852",142.28M,"$1,737,585,560"
73,Rocket Pool ETHRETH,,"$4,416.43",0.4%,0.9%,4.1%,7.8%,"$10,000,865","389,866",389866.12,"$1,722,889,142"
74,ArbitrumARB,,$0.3086,0.9%,0.4%,6.1%,28.8%,"$169,605,921","5,509,691,911",10B,"$1,700,871,803"
75,StoryIP,,$5.20,0.6%,3.6%,15.0%,59.7%,"$40,076,540","321,885,644",1.02B,"$1,675,536,365"
76,Pi NetworkPI,,$0.2016,0.4%,0.1%,3.5%,26.9%,"$20,099,499","8,284,604,887",12.75B,"$1,670,960,922"
77,Binance Staked SOLBNSOL,,$202.63,0.4%,1.5%,3.1%,13.9%,"$4,673,085","8,121,167",8.12M,"$1,646,738,976"
78,Internet ComputerICP,,$3.00,0.7%,0.4%,11.3%,30.8%,"$52,552,890","539,301,969",539.3M,"$1,619,225,013"
79,AlgorandALGO,,$0.1812,0.8%,0.1%,7.8%,16.0%,"$83,239,381","8,812,446,874",8.81B,"$1,596,786,093"
80,Kelp DAO Restaked ETHRSETH,,"$4,082.05",0.3%,1.1%,4.5%,7.6%,"$2,328,371","375,429",375428.71,"$1,533,832,807"
81,Cosmos HubATOM,,$3.16,0.4%,0.1%,6.1%,24.5%,"$72,584,218","474,523,588",474.52M,"$1,499,657,171"
82,VeChainVET,,$0.01707,1.1%,0.2%,7.7%,25.6%,"$25,472,038","85,985,041,177",85.99B,"$1,468,959,790"
84,Kinetiq Staked HYPEKHYPE,,$39.08,1.4%,8.3%,1.4%,19.5%,"$38,588,184","37,475,944",37.48M,"$1,464,491,641"
83,StakeWise Staked ETHOSETH,,"$4,080.04",0.4%,1.1%,4.1%,7.7%,"$6,429,366","358,881",358880.68,"$1,464,684,016"
85,Wrapped BNBWBNB,,"$1,094.22",0.7%,2.3%,7.5%,10.2%,"$1,077,572,027","1,277,081",1.28M,"$1,397,563,221"
86,SkySKY,,$0.05945,0.4%,2.1%,1.4%,10.1%,"$13,708,670","23,355,681,164",23.46B,"$1,388,774,224"
87,Liquid Staked ETHLSETH,,"$4,119.95",0.0%,1.2%,5.2%,8.8%,"$236,074","333,264",333263.88,"$1,372,346,327"
88,KaspaKAS,,$0.05118,0.8%,0.9%,12.0%,35.0%,"$56,582,455","26,777,148,611",26.84B,"$1,370,706,446"
89,PAX GoldPAXG,,"$4,119.45",0.3%,2.1%,3.2%,8.7%,"$499,930,676","330,979",330979.15,"$1,363,555,929"
90,Lombard Staked BTCLBTC,,"$109,447",0.1%,1.8%,1.5%,3.4%,"$10,286,106","12,227",12226.66,"$1,338,245,117"
91,BFUSDBFUSD,,$0.9996,0.0%,0.0%,0.0%,0.0%,"$15,118,901","1,320,000,000",1.32B,"$1,319,036,661"
92,Pump.funPUMP,,$0.003712,1.4%,1.2%,2.6%,35.6%,"$271,272,622","354,000,000,000",999.99B,"$1,315,195,966"
93,FlareFLR,,$0.01718,0.5%,0.8%,8.7%,27.5%,"$7,028,162","76,360,194,338",104.19B,"$1,311,839,139"
94,Syrup USDCSYRUPUSDC,,$1.13,0.0%,0.0%,0.1%,0.5%,"$8,937,389","1,158,004,918",1.16B,"$1,310,691,714"
95,Pudgy PenguinsPENGU,,$0.02037,1.5%,2.9%,13.1%,32.3%,"$248,181,309","62,860,396,090",79.77B,"$1,280,196,166"
96,RenderRENDER,,$2.42,0.9%,1.3%,11.2%,33.6%,"$60,694,671","518,584,616",533.34M,"$1,253,664,900"
97,Renzo Restaked ETHEZETH,,"$4,104.98",0.4%,1.2%,4.5%,7.6%,"$1,586,194","296,818",296817.55,"$1,218,926,727"
98,QuantQNT,,$81.12,0.6%,0.4%,8.2%,12.1%,"$14,500,382","14,544,176",14.61M,"$1,179,820,401"
99,SeiSEI,,$0.1884,0.7%,0.4%,13.2%,36.2%,"$100,033,964","6,248,888,888",10B,"$1,177,794,233"
100,Official TrumpTRUMP,,$5.78,0.4%,0.6%,5.1%,25.0%,"$278,525,597","199,999,973",1B,"$1,154,982,046"
101,NEXONEXO,,$1.14,0.3%,0.5%,3.9%,8.4%,"$9,913,554","1,000,000,000",1B,"$1,144,539,301"
102,Binance Bridged USDC (BNB Smart Chain)USDC,,$0.9998,0.0%,0.0%,0.0%,0.1%,"$485,754,586","1,138,999,880",1.14B,"$1,138,377,141"
103,Solv Protocol BTCSOLVBTC,,"$108,971",0.1%,1.2%,1.6%,3.5%,"$231,563","10,410",10409.98,"$1,130,081,623"
104,JupiterJUP,,$0.356,1.1%,1.0%,2.4%,25.0%,"$34,075,491","3,165,216,667",7B,"$1,127,313,020"
105,XDC NetworkXDC,,$0.06224,0.2%,0.1%,2.4%,20.0%,"$39,296,597","17,752,439,814",38.03B,"$1,105,024,559"
106,BonkBONK,,$0.00001412,0.6%,1.5%,8.0%,32.4%,"$180,594,887","77,419,592,329,437",88T,"$1,093,159,602"
107,FilecoinFIL,,$1.55,0.5%,1.4%,3.0%,31.8%,"$88,028,922","700,421,251",1.96B,"$1,082,937,804"
108,First Digital USDFDUSD,,$0.9975,0.0%,0.0%,0.0%,0.2%,"$6,227,513,690","1,002,781,131",1B,"$1,000,241,085"
110,MorphoMORPHO,,$1.88,0.2%,3.5%,3.7%,4.0%,"$25,960,432","522,958,431",1B,"$981,049,559"
109,ImmutableIMX,,$0.505,1.1%,4.0%,8.0%,26.0%,"$32,652,551","1,939,938,090",2B,"$980,615,672"
111,Mantle Staked EtherMETH,,"$4,162.15",0.6%,1.1%,4.0%,7.8%,"$1,808,238","231,002",231001.87,"$960,535,433"
112,Global DollarUSDG,,$0.9999,0.0%,0.0%,0.0%,0.0%,"$22,599,664","957,551,283",957.55M,"$957,403,748"
113,Jupiter Staked SOLJUPSOL,,$215.53,0.4%,1.4%,2.6%,13.6%,"$7,000,217","4,325,319",4.33M,"$932,764,107"
114,PancakeSwapCAKE,,$2.70,2.1%,0.6%,12.2%,0.4%,"$205,505,531","342,134,776",356.84M,"$924,219,550"
115,Ripple USDRLUSD,,$0.9996,0.0%,0.0%,0.0%,0.0%,"$96,128,582","898,497,012",898.5M,"$898,233,270"
116,Arbitrum Bridged WBTC (Arbitrum One)WBTC,,"$109,098",0.4%,1.5%,2.0%,3.4%,"$185,064,402","8,098",8098.34,"$883,340,657"
117,SPX6900SPX,,$0.9426,1.4%,2.4%,19.4%,12.5%,"$40,856,812","930,993,082",930.99M,"$877,650,709"
118,FasttokenFTN,,$2.01,0.0%,0.5%,0.1%,55.0%,"$21,576,551","433,517,468",870.74M,"$872,909,710"
119,clBTCCLBTC,,"$109,243",-,1.1%,3.6%,2.8%,$9.31,"7,723",7723.22,"$843,707,183"
120,InjectiveINJ,,$8.33,1.0%,0.2%,8.7%,33.1%,"$78,087,524","97,727,220",100M,"$813,708,639"
121,CelestiaTIA,,$0.9833,0.6%,1.2%,8.6%,34.2%,"$77,905,747","824,643,650",1.15B,"$810,882,689"
122,DoubleZero2Z,,$0.231,0.6%,2.9%,10.3%,-,"$36,696,499","3,471,417,500",10B,"$803,007,059"
123,Lido DAOLDO,,$0.892,1.1%,0.2%,3.2%,21.2%,"$113,025,810","895,768,803",1B,"$799,533,880"
124,Marinade Staked SOLMSOL,,$250.81,0.3%,1.4%,3.0%,13.2%,"$15,572,381","3,138,229",3.14M,"$787,647,856"
125,OUSGOUSG,,$112.91,0.0%,0.0%,0.1%,0.3%,$0.00,"6,965,746",6.97M,"$786,512,414"
126,Circle USYCUSYC,,$1.11,-,-,-,-,$1.11,"709,553,254",709.55M,"$790,685,508"
127,StacksSTX,,$0.4251,0.6%,0.3%,7.3%,29.7%,"$18,330,648","1,806,421,396",1.81B,"$767,840,712"
128,OptimismOP,,$0.4285,0.7%,0.9%,6.3%,39.1%,"$122,974,463","1,778,634,390",4.29B,"$762,324,611"
129,cgETH Hashkey CloudCGETH.HASHKEY,,"$3,719.71",0.0%,1.8%,3.8%,7.5%,$47.96,"199,929",199929.02,"$742,907,014"
130,Superstate Short Duration U.S. Government Securities Fund (USTB)USTB,,$10.87,0.0%,0.0%,0.1%,0.3%,$0.00,"68,255,345",68.26M,"$740,901,127"
131,Curve DAOCRV,,$0.5182,0.9%,1.4%,8.0%,24.7%,"$151,966,267","1,417,538,425",2.32B,"$734,725,690"
132,Aerodrome FinanceAERO,,$0.7838,0.5%,1.4%,6.0%,30.3%,"$42,025,084","906,149,029",1.77B,"$710,508,766"
133,FLOKIFLOKI,,$0.00007253,1.1%,1.0%,0.3%,15.9%,"$108,993,918","9,658,676,145,352",10T,"$700,490,099"
134,L2 Standard Bridged WETH (Base)WETH,,"$3,867.40",0.4%,1.1%,4.6%,7.8%,"$1,106,665,831","180,625",180624.98,"$698,557,687"
135,Ondo US Dollar YieldUSDY,,$1.10,1.0%,0.1%,1.3%,1.6%,"$2,554,141","624,075,803",624.53M,"$689,502,000"
136,Stables Labs USDXUSDX,,$0.9981,0.0%,0.0%,0.4%,0.2%,"$52,463.33","683,708,220",683.71M,"$682,369,175"
137,Ether.Fi Liquid ETHLIQUIDETH,,"$4,077.91",0.7%,0.6%,-,-,$379.13,"164,965",164964.66,"$675,926,085"
138,The GraphGRT,,$0.06193,0.7%,0.6%,7.5%,26.7%,"$28,695,906","10,557,636,370",10.8B,"$653,688,263"
139,Artificial Superintelligence AllianceFET,,$0.2464,0.9%,2.2%,16.2%,58.9%,"$143,291,730","2,604,959,127",2.71B,"$642,757,273"
140,tBTCTBTC,,"$109,022",0.1%,1.8%,1.8%,3.2%,"$31,627,208","5,880",5879.88,"$641,115,824"
141,PlasmaXPL,,$0.3535,1.1%,6.3%,24.7%,-,"$296,127,759","1,800,000,000",10B,"$636,638,571"
142,Pyth NetworkPYTH,,$0.1104,0.8%,0.0%,8.8%,27.8%,"$34,911,415","5,749,983,058",10B,"$634,650,147"
143,Arbitrum Bridged WETH (Arbitrum One)WETH,,"$3,865.23",0.4%,1.0%,4.2%,7.9%,"$517,200,549","163,705",163704.85,"$632,929,516"
144,KaiaKAIA,,$0.1071,0.6%,1.6%,3.6%,29.1%,"$28,602,923","5,856,641,747",5.86B,"$627,488,975"
145,TezosXTZ,,$0.5902,0.8%,1.1%,4.3%,15.7%,"$16,645,059","1,062,825,881",1.08B,"$627,332,363"
146,SonicS,,$0.1629,0.5%,1.3%,13.9%,35.3%,"$73,172,308","3,784,775,845",3.89B,"$616,275,442"
147,GTETHGTETH,,"$3,870.77",0.4%,1.2%,4.1%,7.8%,"$175,699","153,820",153820,"$595,401,369"
148,Stader ETHxETHX,,"$4,142.81",0.4%,0.9%,4.1%,7.8%,"$189,789","143,457",143456.86,"$594,316,019"
149,BeldexBDX,,$0.07867,0.0%,0.3%,0.5%,9.6%,"$11,478,473","7,477,040,237",9.94B,"$588,026,485"
150,USDaiUSDAI,,$1.01,0.0%,0.2%,1.5%,1.2%,"$3,315,841","578,430,005",578.43M,"$586,904,969"
151,IOTAIOTA,,$0.1417,0.7%,0.3%,4.4%,17.8%,"$11,199,395","4,100,247,683",4.73B,"$581,210,892"
152,ABAB,,$0.00691,0.2%,0.3%,6.1%,17.4%,"$16,002,600","83,324,047,604",98.82B,"$575,766,102"
154,ConfluxCFX,,$0.1077,0.7%,0.9%,5.5%,26.7%,"$20,635,063","5,147,361,750",5.72B,"$554,388,408"
153,Ether.fiETHFI,,$0.9829,0.4%,3.1%,16.8%,34.3%,"$72,101,433","563,915,015",998.54M,"$554,400,521"
155,Theta NetworkTHETA,,$0.5527,0.7%,0.7%,4.2%,26.3%,"$24,315,682","1,000,000,000",1B,"$552,496,722"
156,Usual USDUSD0,,$0.998,0.0%,0.1%,0.1%,0.0%,"$2,770,044","552,410,845",552.41M,"$550,860,695"
157,Polygon PoS Bridged DAI (Polygon POS)DAI,,$1,0.0%,0.0%,0.0%,0.0%,"$59,411,427","539,645,838",539.65M,"$539,553,273"
158,PendlePENDLE,,$3.16,2.1%,0.8%,5.3%,35.2%,"$53,660,459","168,722,230",281.53M,"$533,617,021"
159,SarosSAROS,,$0.201,1.6%,9.5%,21.4%,50.2%,"$7,320,824","2,624,999,826",10B,"$528,518,630"
160,Polygon Bridged USDC (Polygon PoS)USDC.E,,$0.9999,0.0%,0.0%,0.0%,0.0%,"$37,884,233","523,733,190",523.73M,"$523,544,278"
161,Coinbase Wrapped Staked ETHCBETH,,"$4,255.75",0.4%,1.2%,4.7%,7.8%,"$7,515,729","122,916",373334.08,"$523,184,630"
162,DashDASH,,$41.71,1.0%,5.8%,13.1%,98.1%,"$84,463,211","12,460,467",12.46M,"$520,251,604"
164,JasmyCoinJASMY,,$0.01068,2.1%,9.2%,1.1%,16.7%,"$70,108,416","48,419,999,999",50B,"$518,066,915"
163,MYX FinanceMYX,,$2.71,0.2%,2.6%,12.4%,72.4%,"$38,597,694","190,768,940",1B,"$517,676,338"
165,Swell EthereumSWETH,,"$4,262.58",0.4%,1.1%,4.0%,7.1%,"$77,139.58","121,323",121326.48,"$517,180,612"
166,Trust WalletTWT,,$1.23,0.6%,1.2%,11.7%,2.2%,"$36,624,398","416,649,900",1B,"$514,492,805"
167,StarknetSTRK,,$0.1185,0.7%,0.3%,2.8%,0.5%,"$34,399,386","4,318,575,355",10B,"$512,076,425"
168,Avalanche Bridged BTC (Avalanche)BTC.B,,"$109,278",0.2%,1.4%,1.6%,3.5%,"$48,794,725","4,666",4665.64,"$509,923,322"
169,Mantle Bridged USDT (Mantle)USDT,,$1.00,0.1%,0.3%,0.1%,0.4%,"$3,037,293","508,533,781",508.53M,"$508,235,184"
170,The SandboxSAND,,$0.2071,0.7%,0.6%,5.1%,24.6%,"$35,811,343","2,445,857,126",3B,"$506,677,974"
171,dogwifhatWIF,,$0.5041,1.2%,1.2%,8.6%,36.7%,"$202,450,744","998,926,392",998.93M,"$503,571,946"
172,Ethereum Name ServiceENS,,$15.14,0.6%,0.2%,7.1%,28.2%,"$56,377,380","33,165,585",100M,"$502,336,806"
173,Virtuals ProtocolVIRTUAL,,$0.7698,0.2%,0.7%,4.3%,30.3%,"$12,140,962","655,785,263",1B,"$501,779,727"
174,Steakhouse USDC Morpho VaultSTEAKUSDC,,$1.10,0.0%,0.0%,0.1%,0.4%,$0.00,"453,383,756",453.38M,"$500,631,668"
175,GALAGALA,,$0.01074,0.8%,0.5%,7.7%,30.3%,"$65,406,576","46,304,497,637",46.3B,"$497,319,293"
176,Binance-Peg DogecoinDOGE,,$0.1935,1.1%,1.3%,3.1%,19.1%,"$7,890,625","2,564,586,310",2.56B,"$496,397,861"
177,TrueUSDTUSD,,$0.9988,0.2%,0.1%,0.1%,0.1%,"$19,053,496","494,515,083",494.52M,"$493,919,633"
178,BitTorrentBTT,,$0.064975,0.1%,0.4%,3.1%,17.9%,"$13,518,062","986,061,142,857,000",990T,"$490,422,740"
179,USDDUSDD,,$1.00,0.0%,0.0%,0.1%,0.1%,"$3,772,335","480,792,514",480.79M,"$480,804,249"
180,ether.fi Staked ETHEETH,,"$3,860.39",0.4%,1.4%,4.0%,7.9%,"$61,671.04","122,842",2.8M,"$474,361,054"
181,Mantle Restaked ETHCMETH,,"$4,166.74",0.5%,1.3%,3.9%,7.7%,"$9,580,632","112,028",112027.82,"$466,791,052"
182,RaydiumRAY,,$1.74,0.1%,1.0%,9.6%,38.1%,"$44,664,644","268,149,540",555M,"$465,528,050"
183,SwissBorgBORG,,$0.4676,1.6%,0.5%,6.5%,10.3%,"$1,269,471","982,252,443",982.25M,"$459,824,925"
184,BENQI Liquid Staked AVAXSAVAX,,$23.87,0.6%,0.5%,12.3%,43.8%,"$1,475,497","19,165,990",19.17M,"$457,619,383"
185,Arbitrum Bridged Wrapped eETH (Arbitrum)WEETH,,"$4,167.28",0.4%,1.2%,4.1%,7.4%,"$811,681","108,179",108178.74,"$450,941,430"
186,Aster Staked BNBASBNB,,"$1,155.46",0.5%,2.5%,7.5%,10.2%,"$251,708","388,335",388334.7,"$448,785,320"
187,VaultaA,,$0.2799,0.5%,1.1%,7.6%,34.7%,"$39,071,861","1,598,877,316",2.1B,"$447,478,878"
188,DecentralandMANA,,$0.2322,0.8%,0.2%,10.8%,21.4%,"$26,664,660","1,919,156,209",2.19B,"$445,676,003"
189,Sun TokenSUN,,$0.02321,0.1%,1.0%,3.4%,26.0%,"$29,221,295","19,172,690,188",19.9B,"$445,083,162"
190,SynthetixSNX,,$1.28,2.1%,9.4%,22.5%,91.0%,"$106,278,648","343,466,217",343.89M,"$439,814,109"
191,syrupUSDTSYRUPUSDT,,$1.10,0.0%,0.0%,0.1%,-,"$8,312,104","398,866,052",398.87M,"$438,452,887"
192,FlowFLOW,,$0.2707,0.8%,0.4%,5.9%,25.1%,"$6,380,333","1,617,428,325",1.62B,"$437,678,063"
193,AI CompanionsAIC,,$0.4224,0.0%,4.6%,2.3%,38.7%,"$6,505,481","1,000,000,000",1B,"$424,052,742"
194,GHOGHO,,$0.9995,0.0%,0.0%,0.0%,0.0%,"$15,056,131","422,761,812",422.76M,"$422,548,727"
195,Bitcoin SVBSV,,$21.09,0.6%,1.0%,5.9%,13.7%,"$9,729,365","19,937,256",19.94M,"$420,524,641"
196,Polygon PoS Bridged WETH (Polygon POS)WETH,,"$3,865.67",0.5%,1.0%,4.2%,7.9%,"$14,050,482","108,599",108598.97,"$420,039,047"
197,AethirATH,,$0.02945,1.7%,0.6%,15.0%,51.5%,"$41,562,539","14,234,731,752",42B,"$419,215,934"
198,JitoJTO,,$1.07,0.8%,0.8%,5.0%,35.6%,"$28,538,711","392,047,779",1B,"$418,365,293"
199,EigenCloud (prev. EigenLayer)EIGEN,,$1.06,1.0%,2.6%,15.7%,38.8%,"$70,646,176","389,735,822",1.76B,"$414,800,048"
