Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
822,AcetACT,,$0.02494,0.3%,38.1%,37.3%,20.0%,"$482,543","1,709,870,216",2.23B,"$42,660,538"
823,Bucket Protocol BUCK StablecoinBUCK,,$0.9971,0.1%,0.0%,0.1%,0.3%,"$1,695,305","42,504,509",42.5M,"$42,631,118"
824,ElectroneumETN,,$0.00234,2.0%,1.3%,6.7%,16.5%,"$1,151,697","17,979,817,605",21B,"$42,467,031"
825,Solidus Ai TechAITECH,,$0.02503,1.5%,9.5%,19.5%,22.8%,"$16,145,271","1,693,888,030",1.99B,"$42,368,261"
826,Liqwid FinanceLQ,,$2.09,5.7%,0.5%,11.0%,32.9%,"$11,838.51","20,212,625",21M,"$42,291,297"
827,Bridged Tether (Linea)USDT,,$0.9998,0.0%,0.2%,0.0%,0.2%,"$18,616,067","42,202,112",42.2M,"$42,180,880"
835,SEDASEDA,,$0.06853,2.9%,12.4%,21.4%,79.3%,"$1,207,458","616,213,188",1.01B,"$42,124,954"
828,Artificial Liquid IntelligenceALI,,$0.004619,0.5%,14.3%,10.7%,21.5%,"$2,239,381","9,118,091,184",9.87B,"$42,010,945"
829,Smooth Love PotionSLP,,$0.001164,0.9%,3.1%,15.1%,30.3%,"$3,907,701","36,086,213,108",36.09B,"$41,992,716"
830,Yei FinanceCLO,,$0.3229,1.3%,16.2%,24.8%,-,"$16,982,334","129,100,000",1B,"$41,982,989"
832,CrossCROSS,,$0.1247,3.1%,0.4%,4.9%,47.3%,"$3,937,499","335,222,890",985.22M,"$41,790,016"
831,Beets Staked SonicSTS,,$0.1683,0.4%,1.9%,14.4%,35.5%,"$1,045,034","248,123,758",248.12M,"$41,772,100"
833,Austin CapitalsAUX,,$4.25,0.0%,0.0%,0.0%,0.0%,"$79,362.16","9,786,000",9.79M,"$41,602,443"
834,Avalanche Bridged WBTC (Avalanche)WBTC.E,,"$109,711",0.1%,1.7%,1.5%,3.3%,"$50,595.60",378,378.35,"$41,510,391"
836,ResearchCoinRSC,,$0.3328,0.3%,2.6%,12.9%,39.1%,"$454,109","124,306,414",1B,"$41,379,444"
837,Hippo ProtocolHP,,$0.03409,0.3%,0.7%,4.1%,17.1%,"$147,822","1,211,996,243",1.21B,"$41,331,597"
838,DymensionDYM,,$0.1064,1.5%,2.9%,13.5%,45.3%,"$3,887,534","389,093,053",1B,"$41,300,352"
839,MetYaMET,,$0.2096,0.2%,0.4%,6.0%,10.0%,"$6,903,885","196,872,229",975.79M,"$41,260,231"
840,Binance-Peg DAIDAI,,$0.9996,0.0%,0.0%,0.2%,0.3%,"$667,553","40,999,972",41M,"$40,983,199"
841,LuckifyLUCK,,$0.2047,0.3%,0.2%,5.3%,43.7%,"$552,411","199,999,317",1000M,"$40,972,998"
842,A Hunters DreamCAW,,$0.076376,0.3%,0.2%,8.0%,30.0%,"$459,345","636,666,666,666,666",666.67T,"$40,715,571"
843,Cetus ProtocolCETUS,,$0.04719,1.0%,0.3%,4.5%,42.1%,"$18,216,685","859,057,971",1B,"$40,557,861"
845,MindWaveDAONILA,,$0.04806,0.0%,0.0%,0.2%,14.4%,$600.66,"842,766,177",1.06B,"$40,507,452"
844,Bertram The PomeranianBERT,,$0.04139,2.1%,3.6%,28.4%,38.3%,"$4,402,843","978,059,460",978.06M,"$40,483,449"
846,StakeStoneSTO,,$0.1793,0.2%,1.8%,1.7%,106.8%,"$8,687,017","225,333,333",1B,"$40,392,951"
847,Yield Optimizer ETHYOETH,,"$4,123.15",0.3%,1.2%,4.0%,7.4%,$0.00,"9,780",9780.42,"$40,341,602"
849,Yield BasisYB,,$0.4581,0.5%,21.3%,22.9%,-,"$197,371,776","87,910,000",701.47M,"$40,281,838"
848,Dogelon MarsELON,,$0.077367,0.9%,0.8%,5.7%,21.1%,"$978,101","549,649,971,723,242",1000T,"$40,195,330"
850,CobakCBK,,$0.406,0.0%,0.7%,2.2%,19.0%,"$5,120,016","98,375,665",100M,"$40,134,654"
851,Dialectic USD VaultDUSD,,$1.00,0.0%,0.0%,0.1%,-,"$11,461.52","39,999,999",40M,"$40,139,904"
852,Metronome Synth ETHMSETH,,"$3,854.23",0.4%,1.0%,4.1%,7.9%,"$7,374,134","10,373",10373.06,"$39,980,192"
853,Avalanche Bridged USDC (Avalanche)USDC.E,,$0.9997,0.0%,0.0%,0.0%,0.0%,"$1,656,867","39,918,999",39.92M,"$39,894,835"
857,AI Analysis TokenAIAT,,$0.3614,0.7%,2.3%,14.3%,10.3%,"$45,810.16","110,347,624",500M,"$39,878,118"
854,MoonbeamGLMR,,$0.03902,0.5%,0.1%,15.8%,35.8%,"$3,260,649","1,020,902,082",1.2B,"$39,802,470"
858,MediblocMED,,$0.003947,0.0%,1.2%,6.2%,23.3%,"$394,176","10,080,089,735",10.87B,"$39,789,036"
855,KetKET,,$0.03965,0.2%,1.8%,1.6%,54.2%,"$133,487","1,000,000,000",1B,"$39,654,478"
856,WINkLinkWIN,,$0.00003991,0.6%,0.2%,2.8%,20.2%,"$12,281,312","993,701,859,243",999B,"$39,641,578"
859,OlaXBTAIO,,$0.172,0.4%,9.1%,29.5%,8.1%,"$2,294,989","230,250,000",1B,"$39,458,429"
860,c8ntinuumCTM,,$0.04781,0.4%,1.7%,8.1%,40.6%,"$1,764,097","824,932,137",888.89M,"$39,437,911"
862,PinkSalePINKSALE,,$398.57,-,-,-,-,$181.95,"100,000",100000,"$39,857,246"
863,Bridged Wrapped Bitcoin (StarkGate)WBTC,,"$109,463",0.2%,1.8%,1.8%,3.5%,"$10,687,134",358,358.49,"$39,237,396"
864,XT.comXT,,$6.48,0.3%,1.3%,4.4%,6.3%,"$27,226,568","6,045,803",1B,"$39,207,873"
865,Islamic CoinISLM,,$0.01792,0.3%,1.4%,5.8%,11.1%,"$162,922","2,186,476,119",20.24B,"$39,172,133"
867,HydrationHDX,,$0.006642,0.4%,0.9%,1.1%,26.4%,"$23,759.19","5,893,058,581",6.42B,"$39,143,435"
869,Hyperbeat LST VaultLSTHYPE,,$39.81,1.4%,8.5%,-,-,"$11,175.32","979,163",979162.91,"$39,119,833"
868,AkedoAKE,,$0.001696,4.5%,13.7%,2.3%,1.1%,"$3,853,668","22,796,250,000",100B,"$39,057,260"
866,Reactive NetworkREACT,,$0.09825,2.1%,5.7%,4.9%,40.3%,"$1,440,735","397,337,088",500M,"$39,038,545"
870,Gains NetworkGNS,,$1.40,0.9%,0.9%,0.1%,26.2%,"$1,762,793","27,888,992",27.89M,"$38,977,327"
871,Binance-Peg AvalancheAVAX,,$19.47,0.5%,0.3%,11.0%,43.5%,"$126,812","2,000,000",2M,"$38,945,068"
872,Victoria VRVR,,$0.004781,0.4%,0.4%,3.3%,5.2%,"$1,046,275","8,141,695,688",16.8B,"$38,911,941"
873,UnipolyUNP,,$0.1393,0.1%,0.1%,3.2%,7.8%,"$408,617","279,230,000",1B,"$38,896,947"
861,FUNTokenFUN,,$0.003666,0.4%,4.0%,27.9%,58.5%,"$2,750,324","10,598,879,189",11B,"$38,859,690"
874,KernelDAOKERNEL,,$0.1637,1.6%,3.5%,13.9%,22.0%,"$18,272,664","236,759,270",1B,"$38,746,738"
875,Impossible Cloud Network TokenICNT,,$0.2316,2.1%,2.2%,19.1%,3.9%,"$4,418,631","167,220,000",700M,"$38,745,076"
876,NosanaNOS,,$0.4642,0.2%,1.0%,8.2%,41.3%,"$1,194,905","83,400,000",100M,"$38,706,084"
877,Wrapped POLWPOL,,$0.1912,0.8%,1.3%,3.5%,16.5%,"$6,938,665","202,182,027",202.18M,"$38,682,140"
878,SSV NetworkSSV,,$5.45,0.9%,0.1%,2.3%,30.5%,"$12,353,360","7,085,673",14.18M,"$38,669,538"
880,BurnedFiBURN,,$3.11,2.1%,11.9%,48.1%,14.0%,"$649,040","12,440,047",12.44M,"$38,658,761"
879,HyperlaneHYPER,,$0.1878,1.6%,4.3%,10.1%,29.0%,"$19,258,236","205,714,488",804.67M,"$38,618,653"
882,Bit2MeB2M,,$0.01304,0.8%,0.9%,4.8%,17.0%,"$36,246.53","2,955,655,009",4.94B,"$38,530,947"
881,EVAA ProtocolEVAA,,$5.81,10.5%,22.7%,63.7%,-,"$89,492,340","6,617,972",50M,"$38,465,483"
884,Advertise CoinADCO,,$0.8508,0.4%,1.1%,4.2%,7.9%,"$12,786.83","45,000,000",50M,"$38,307,409"
883,LimitlessLMTS,,$0.291,3.2%,57.8%,-,-,"$60,664,525","131,598,680",1B,"$38,305,696"
885,BENQIQI,,$0.005314,1.0%,0.8%,11.5%,46.8%,"$1,221,389","7,200,000,000",7.2B,"$38,247,576"
887,QuarkChainQKC,,$0.005299,0.5%,0.4%,5.2%,15.3%,"$703,726","7,173,093,126",10B,"$38,017,970"
888,DEAPCOINDEP,,$0.001381,1.0%,9.7%,4.0%,11.7%,"$2,309,025","27,526,332,268",29.89B,"$38,011,178"
889,Liquity USDLUSD,,$0.9994,0.1%,0.0%,0.2%,0.3%,"$72,440.85","38,014,427",38.01M,"$37,983,850"
890,SKOR AISKORAI,,$0.06952,1.5%,17.8%,30.6%,57.2%,"$7,883.90","545,000,000",1B,"$37,886,664"
886,LOOKLOOK,,$0.04091,0.3%,10.0%,8.3%,5.8%,"$880,274","922,375,585",922.38M,"$37,774,813"
892,MoonriverMOVR,,$3.72,0.8%,0.0%,12.5%,33.5%,"$5,241,575","10,139,348",12.16M,"$37,750,204"
893,Dego FinanceDEGO,,$1.79,0.4%,9.9%,33.7%,43.0%,"$24,777,737","21,000,000",21M,"$37,679,032"
891,Wrapped fragSOLWFRAGSOL,,$203.28,0.5%,1.0%,2.9%,13.7%,"$113,416","184,887",184887.38,"$37,584,666"
895,Lista USDLISUSD,,$0.9981,0.1%,0.2%,0.2%,0.0%,"$36,085.15","37,599,050",38.62M,"$37,534,749"
894,IagonIAG,,$0.09981,0.2%,2.2%,9.7%,17.6%,"$107,829","376,020,434",1B,"$37,529,342"
896,HuntHUNT,,$0.1883,0.0%,0.0%,3.8%,17.8%,"$2,072,522","198,912,688",198.91M,"$37,478,825"
897,UnityUTY,,$0.9996,0.0%,0.0%,0.0%,0.0%,"$81,680.81","37,489,280",37.49M,"$37,470,551"
898,ECOMIOMI,,$0.000138,0.6%,11.0%,33.3%,56.4%,"$4,042,215","270,951,644,947",310.88B,"$37,420,994"
900,Mango NetworkMGO,,$0.02352,0.0%,1.5%,4.6%,11.4%,"$5,117,853","1,590,000,000",10B,"$37,403,133"
899,Aegis YUSDYUSD,,$1.00,0.0%,0.0%,0.2%,0.1%,"$62,467.87","37,339,454",37.34M,"$37,382,945"
901,Relend USDCREUSDC,,$1.09,0.0%,0.0%,0.1%,0.6%,$0.00,"34,241,617",34.24M,"$37,319,166"
902,Bitcoin on KatanaBTCK,,"$109,322",0.0%,1.2%,1.9%,2.9%,"$150,926",340,340.28,"$37,216,154"
903,HegicHEGIC,,$0.03446,0.3%,2.2%,5.4%,16.8%,"$12,031.64","1,077,684,725",1.08B,"$37,144,537"
904,MonbaseCoinMBC,,$0.1974,3.0%,14.4%,21.8%,63.7%,"$108,560","189,701,480",189.7M,"$37,129,126"
906,XaiXAI,,$0.0258,1.2%,1.5%,11.5%,41.6%,"$10,048,028","1,428,336,483",2.02B,"$36,872,982"
907,Coin98C98,,$0.03686,0.5%,0.5%,7.7%,21.3%,"$9,869,518","999,998,945",1B,"$36,871,378"
908,NymNYM,,$0.04494,0.0%,2.4%,1.3%,5.3%,"$2,036,715","819,124,028",1B,"$36,806,180"
909,Fractal BitcoinFB,,$0.421,1.0%,1.0%,5.4%,0.6%,"$3,766,280","87,246,475",134.49M,"$36,809,432"
910,Looped HypeLHYPE,,$39.14,1.4%,8.1%,1.9%,19.1%,"$136,505","937,866",937865.92,"$36,761,557"
911,WorthlessWORTHLESS,,$0.03722,2.6%,0.4%,83.5%,6.1%,"$647,879","1,000,000,000",1B,"$36,706,371"
912,Baby Shark UniverseBSU,,$0.2176,1.2%,5.3%,25.2%,20.9%,"$24,177,810","168,000,000",850M,"$36,642,325"
913,PePeonTronPEPEONTRON,,$0.03662,1.0%,3.2%,7.4%,12.1%,"$232,846","1,000,000,000",1B,"$36,619,244"
914,HoskyHOSKY,,$0.073643,0.5%,0.6%,12.0%,30.9%,"$39,799.99","1,000,000,000,000,000",1000T,"$36,440,626"
916,Mantle Bridged USDC (Mantle)USDC,,$1.00,0.1%,0.2%,0.2%,0.1%,"$1,999,129","36,365,835",36.37M,"$36,399,886"
915,DevvEDEVVE,,$0.4157,0.1%,3.0%,3.1%,2.0%,"$283,871","87,389,949",120M,"$36,341,881"
917,SnowbankSB,,$226.88,0.4%,3.4%,2.0%,11.0%,$274.33,"159,640",159640.03,"$36,208,141"
918,Bonk Staked SOLBONKSOL,,$215.00,0.0%,2.0%,3.6%,13.3%,"$319,808","168,377",168376.64,"$36,205,719"
905,Kled AIKLED,,$0.03618,3.3%,19.7%,11.3%,334.3%,"$1,307,418","999,811,485",999.81M,"$36,171,720"
920,Ankr Staked ETHANKRETH,,"$4,539.28",0.0%,1.4%,4.5%,9.2%,$106.18,"7,962",7962.43,"$36,143,705"
921,Global Commercial BusinessGCB,,$0.03006,0.1%,0.1%,0.0%,2.0%,"$17,698.43","1,201,844,746",1.2B,"$36,123,682"
922,GearboxGEAR,,$0.003606,0.5%,2.1%,18.6%,14.6%,"$1,533,571","10,000,000,000",10B,"$36,061,161"
923,哈基米 (Hajimi)哈基米,,$0.03628,4.4%,21.2%,5.9%,-,"$11,297,794","1,000,000,000",1B,"$36,059,316"
919,SupraSUPRA,,$0.001828,1.6%,1.0%,15.7%,32.7%,"$980,319","19,691,477,713",80.49B,"$36,056,675"
924,DeriveDRV,,$0.04203,0.0%,1.1%,10.3%,43.0%,"$147,659","856,969,827",1.5B,"$36,016,605"
925,StrikeXSTRX,,$0.0422,1.0%,0.9%,10.3%,18.0%,"$11,065.74","847,976,290",886.81M,"$36,006,996"
