Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
403,Astar ASTR,,$0.01727,0.7%,0.8%,9.1%,23.9%,"$7,341,030","8,195,026,327",8.54B,"$141,480,706"
404,XPR Network XPR,,$0.005025,2.1%,2.7%,3.5%,20.1%,"$3,827,498","28,116,738,413",31.04B,"$141,492,403"
405,Stargate Bridged WETH WETH,,"$3,863.11",0.5%,1.1%,4.1%,-,"$11,615,686","36,419",36418.68,"$140,693,247"
406,UCHAIN UCN,,"$1,385.95",0.1%,0.2%,2.2%,24.3%,"$10,973,264","100,000",100000,"$138,551,265"
407,StarkGate Bridged USDC (Starknet) USDC,,$1.00,0.0%,0.0%,0.0%,0.0%,"$15,217,476","138,511,081",138.51M,"$138,514,989"
408,Euler EUL,,$7.36,0.3%,1.6%,6.3%,21.0%,"$18,020,633","18,685,531",27.18M,"$137,697,725"
409,Restaking Vault ETH RSTETH,,"$4,700.85",0.4%,1.2%,4.2%,7.5%,"$1,083.75","29,250",29249.87,"$137,667,118"
410,VVS Finance VVS,,$0.052937,0.2%,0.2%,7.9%,32.7%,"$730,313","46,814,791,251,618",95.04T,"$137,542,232"
411,AUSD AUSD,,$1.00,0.0%,0.0%,0.0%,0.0%,"$30,694,186","137,366,573",137.37M,"$137,359,818"
412,BitMart BMX,,$0.4004,0.7%,3.3%,6.7%,1.4%,"$6,280,541","339,412,030",639.41M,"$137,174,872"
413,Avalanche Bridged WETH (Avalanche) WETH,,"$3,870.33",0.2%,1.2%,4.0%,8.0%,"$23,495,322","35,012",35011.86,"$135,571,713"
415,Threshold Network T,,$0.01252,0.9%,1.6%,3.7%,20.0%,"$6,592,671","10,784,054,376",11.16B,"$134,956,068"
416,Function FBTC FBTC,,"$109,468",0.8%,1.7%,2.2%,2.9%,"$200,349","1,228",11877.9,"$134,590,178"
417,Peanut the Squirrel PNUT,,$0.1336,0.9%,1.0%,6.5%,37.7%,"$27,160,553","999,858,912",999.86M,"$133,612,853"
418,cETH CETH,,$77.75,0.3%,1.1%,4.1%,7.8%,$56.50,"1,695,172",1.7M,"$131,802,206"
414,DeAgentAI AIA,,$1.32,2.2%,10.2%,37.7%,359.7%,"$80,214,545","99,500,000",1B,"$131,279,783"
419,Railgun RAIL,,$2.27,0.4%,9.0%,33.2%,147.8%,"$3,006,599","57,500,000",57.5M,"$130,691,318"
420,Blur BLUR,,$0.05061,1.0%,2.2%,8.8%,33.2%,"$11,813,481","2,568,736,846",3B,"$130,062,092"
421,Resolv Liquidity Provider Token RLP,,$1.25,0.0%,0.0%,0.2%,0.7%,"$1,015,411","103,973,854",103.97M,"$129,904,385"
422,ZIGChain ZIG,,$0.09201,0.4%,1.4%,2.7%,0.5%,"$2,063,830","1,408,940,795",1.95B,"$129,654,504"
423,Mina Protocol MINA,,$0.103,0.8%,1.8%,14.4%,38.2%,"$9,464,268","1,258,410,709",1.26B,"$129,618,325"
424,Hyperbeat USDT HBUSDT,,$1.08,0.0%,0.3%,0.1%,3.8%,"$406,909","119,578,086",119.58M,"$129,351,555"
425,Wrapped Aave Ethereum USDC WAETHUSDC,,$1.15,0.0%,0.0%,0.1%,0.3%,"$11,797,544","112,058,088",112.06M,"$128,755,183"
426,XPIN Network XPIN,,$0.008187,10.9%,58.3%,433.9%,796.3%,"$125,058,920","15,465,000,000",100B,"$128,294,604"
427,Grass GRASS,,$0.409,1.1%,1.6%,18.9%,46.2%,"$26,719,257","313,360,158",1B,"$128,184,522"
429,Apollo Diversified Credit Securitize Fund ACRED,,"$1,067.84",0.0%,0.1%,0.2%,0.4%,$0.00,"119,841",119840.7,"$127,891,376"
431,KUB Coin KUB,,$1.44,0.4%,0.2%,0.5%,6.9%,"$233,648","88,850,000",110M,"$127,580,892"
430,Metaplex MPLX,,$0.2226,0.2%,6.6%,9.1%,16.7%,"$6,266,610","572,712,653",1B,"$127,534,048"
428,Unit Plasma UXPL,,$0.3539,1.3%,6.7%,25.2%,-,"$14,417,043","360,063,796",10B,"$127,437,733"
432,ZetaChain ZETA,,$0.1174,1.4%,2.5%,2.4%,32.9%,"$11,924,779","1,072,093,750",2.1B,"$125,911,590"
433,Yala Stablecoin YU,,$1.00,0.0%,0.1%,0.1%,1.8%,"$71,058.53","125,502,117",125.5M,"$125,558,117"
434,MBG By Multibank Group MBG,,$0.9583,0.4%,6.4%,11.5%,14.5%,"$19,829,674","129,958,261",995.14M,"$124,392,754"
435,MANTRA OM,,$0.1137,0.5%,2.1%,12.0%,33.9%,"$26,417,404","1,089,389,658",1.71B,"$123,919,396"
436,Oasis ROSE,,$0.01668,1.0%,1.2%,13.9%,37.7%,"$4,742,795","7,414,389,190",10B,"$123,700,362"
437,Frax (prev. FXS) FRAX,,$1.38,1.0%,0.5%,6.6%,44.1%,"$9,138,953","89,285,898",99.68M,"$123,024,397"
438,Theo Short Duration US Treasury Fund THBILL,,$1.01,0.0%,0.1%,0.7%,0.3%,"$5,621,072","121,063,551",121.06M,"$122,035,578"
440,Verus VRSC,,$1.53,1.1%,4.7%,0.7%,12.0%,"$2,254.41","79,455,512",79.46M,"$121,470,620"
439,Unibase UB,,$0.04853,3.2%,17.0%,45.2%,41.6%,"$55,838,658","2,500,000,000",10B,"$121,405,794"
441,Minidoge MINIDOGE,,$0.061735,2.3%,1.4%,17.2%,15.5%,"$3,354,315","699,999,999,999,900",1000T,"$120,965,115"
442,Ozone Chain OZO,,$0.1342,0.5%,1.1%,1.4%,1.0%,"$231,633","896,361,068",1B,"$120,336,794"
443,Gems VIP GEMS,,$0.1937,2.2%,4.5%,14.6%,5.6%,"$3,052,220","612,237,364",838.06M,"$119,011,820"
444,Unit Pump UPUMP,,$0.003712,1.1%,0.8%,2.8%,35.0%,"$4,047,407","31,901,834,623",1T,"$118,866,796"
445,Avant USD AVUSD,,$1.00,0.1%,0.0%,0.1%,0.0%,"$548,167","118,841,305",118.84M,"$118,774,072"
447,Renzo Restaked LST PZETH,,"$4,707.30",0.4%,1.0%,2.9%,6.8%,$658.74,"25,154",25153.88,"$118,457,896"
448,World Mobile Token WMTX,,$0.1523,0.4%,0.3%,6.0%,30.3%,"$8,182,326","775,829,138",2B,"$118,132,809"
446,SQD SQD,,$0.1374,2.0%,7.5%,21.8%,92.2%,"$8,857,850","858,066,066",1.34B,"$117,958,385"
451,Open Campus EDU,,$0.1975,1.9%,7.4%,15.0%,36.9%,"$33,276,230","593,195,257",1B,"$117,670,500"
450,Stargate Bridged USDC USDC.E,,$0.9999,0.0%,0.0%,0.1%,0.1%,"$16,284,262","117,684,264",117.68M,"$117,671,768"
452,CoW Protocol COW,,$0.2227,0.5%,0.5%,9.5%,22.3%,"$9,573,697","527,462,124",1B,"$117,480,491"
449,Moonwell Flagship ETH (Morpho Vault) MWETH,,"$3,909.83",0.3%,2.7%,4.0%,5.9%,$17.70,"30,040",30040,"$117,452,623"
453,Rollbit Coin RLB,,$0.06222,0.4%,1.3%,5.2%,9.3%,"$244,660","1,880,366,305",1.88B,"$116,982,890"
454,Holo HOT,,$0.0006577,1.0%,0.4%,4.7%,25.3%,"$6,296,019","177,619,433,541",177.62B,"$116,830,891"
455,PayFi Strategy Token USDC PSTUSDC,,$1.05,0.0%,0.0%,0.2%,0.7%,"$224,700","110,410,131",110.41M,"$116,431,550"
456,Wrapped Savings rUSD WSRUSD,,$1.04,0.0%,0.0%,0.0%,2.3%,"$22,905.06","111,461,820",111.46M,"$116,411,457"
457,Centrifuge CFG,,$0.2049,0.4%,0.3%,10.6%,20.6%,"$1,890,155","566,752,004",680M,"$116,171,801"
458,Gaib AI Dollar Alpha USDC AIDAUSDC,,$1.00,0.1%,0.1%,0.6%,-,"$597,389","114,772,921",114.77M,"$115,413,550"
459,VeThor VTHO,,$0.00121,0.4%,0.3%,3.8%,27.8%,"$1,368,126","95,393,358,260",95.39B,"$115,428,869"
461,deBridge DBR,,$0.03253,0.6%,6.5%,5.7%,34.3%,"$17,681,606","3,514,363,650",10B,"$114,305,560"
460,Anzen USDz USDZ,,$0.9891,0.0%,0.1%,0.0%,0.1%,"$63,260.10","115,494,560",115.49M,"$114,230,103"
462,Siacoin SC,,$0.002009,0.3%,0.9%,7.5%,26.7%,"$5,928,073","56,025,636,522",61.78B,"$112,534,591"
463,Avant Staked USD SAVUSD,,$1.10,0.0%,0.2%,0.4%,1.4%,"$323,057","100,952,752",100.95M,"$111,449,644"
464,aelf ELF,,$0.1397,0.4%,1.0%,7.0%,24.1%,"$1,835,152","797,584,867",996.45M,"$111,374,744"
465,DOLA DOLA,,$0.9966,0.0%,0.0%,0.0%,0.1%,"$4,176,969","111,713,132",194.18M,"$111,292,747"
466,USDA USDA,,$0.9943,0.2%,1.1%,0.2%,1.7%,"$39,693,618","111,000,000",111M,"$110,691,772"
467,SKALE SKL,,$0.01831,1.2%,1.7%,12.0%,25.6%,"$6,176,715","6,029,852,671",6.08B,"$110,432,952"
468,DigiByte DGB,,$0.006145,0.7%,0.1%,11.3%,19.5%,"$2,451,916","17,961,719,133",17.96B,"$110,383,701"
470,IoTeX IOTX,,$0.01164,1.8%,2.9%,15.0%,51.7%,"$11,317,835","9,441,368,979",9.44B,"$109,972,305"
471,Giggle Fund GIGGLE,,$109.44,1.5%,9.2%,6.0%,271.9%,"$20,828,118","1,000,000",1M,"$109,439,407"
469,Paparazzi Token PAPARAZZI,,$0.03397,4.7%,1.9%,163.5%,759.7%,"$745,042","3,277,777,776",10B,"$108,904,597"
472,Moo Deng MOODENG,,$0.1093,0.4%,0.7%,8.0%,26.7%,"$17,444,881","989,971,791",989.97M,"$108,259,550"
473,sBTC SBTC,,"$108,801",0.1%,0.8%,2.8%,3.9%,"$63,190.25","1,000",1000,"$107,925,211"
474,GMX GMX,,$10.33,0.6%,1.8%,6.0%,30.0%,"$9,805,844","10,340,479",10.34M,"$106,916,782"
475,Casper Network CSPR,,$0.00789,0.6%,1.6%,4.2%,16.3%,"$1,457,196","13,524,160,729",14B,"$106,706,718"
477,Wrapped Aave Ethereum USDT WAETHUSDT,,$1.14,0.0%,0.0%,0.1%,0.3%,"$7,870,077","93,127,403",93.13M,"$106,533,584"
476,peaq PEAQ,,$0.07648,1.9%,4.1%,9.4%,33.0%,"$3,778,201","1,389,118,788",4.33B,"$106,270,461"
478,ORDI ORDI,,$5.05,0.6%,1.0%,6.7%,40.8%,"$32,632,156","21,000,000",21M,"$106,160,202"
479,LCX LCX,,$0.1116,0.7%,1.3%,0.2%,26.7%,"$693,234","940,989,527",950M,"$105,106,982"
480,f(x) USD Saving FXSAVE,,$1.06,0.0%,0.4%,0.5%,1.1%,"$701,946","98,159,895",98.16M,"$104,182,565"
481,Onchain Yield Coin ONYC,,$1.04,0.2%,0.2%,0.2%,1.1%,"$718,553","99,999,998",100M,"$104,005,762"
482,EthereumPoW ETHW,,$0.9628,0.9%,0.5%,6.6%,30.8%,"$7,518,120","107,818,717",107.82M,"$103,856,372"
483,Entangle NTGL,,$0.0001847,-,-,-,-,"$1,155.57","616,341,612,782",843B,"$111,718,078"
484,Polymesh POLYX,,$0.08518,0.7%,0.5%,6.8%,32.2%,"$4,300,027","1,211,577,936",1.21B,"$103,213,365"
485,Illuvium ILV,,$10.85,1.2%,0.9%,8.0%,19.3%,"$6,825,470","9,482,628",9.6M,"$102,947,283"
486,f(x) Protocol fxUSD FXUSD,,$0.9998,0.0%,0.0%,0.0%,0.0%,"$2,368,153","102,916,213",102.92M,"$102,898,592"
487,Numeraire NMR,,$12.68,0.7%,1.1%,8.9%,28.5%,"$7,546,616","8,007,701",10.66M,"$101,614,534"
488,HashKey Platform Token HSK,,$0.3143,1.2%,0.1%,12.2%,17.1%,"$1,558,684","322,460,009",1B,"$101,332,578"
489,Sushi SUSHI,,$0.5247,1.2%,1.0%,7.1%,22.9%,"$26,882,656","192,789,256",286.13M,"$101,203,886"
490,Savings xDAI SDAI,,$1.21,0.1%,0.4%,0.4%,0.9%,"$8,630,328","83,679,594",83.68M,"$101,037,383"
492,Anoma XAN,,$0.04044,1.8%,2.0%,22.4%,-,"$22,673,738","2,500,000,000",10B,"$101,022,885"
491,Ankr Network ANKR,,$0.01009,0.6%,0.8%,8.2%,27.2%,"$8,289,702","10,000,000,000",10B,"$100,942,380"
493,Tradable Singapore Fintech SSL PC0000023,,$1.00,0.0%,0.0%,0.0%,0.0%,$0.00,"100,846,154",100.85M,"$100,413,557"
494,UMA UMA,,$1.14,0.8%,0.1%,6.9%,4.9%,"$18,400,585","88,116,760",126.42M,"$100,648,816"
495,Ring USD USDR,,$1.01,-,-,-,-,$4.44,"100,400,000",100.4M,"$101,321,344"
496,QL1 Bridged USDT (QL1) QUSDT,,$1.00,0.0%,0.0%,0.0%,0.0%,"$4,049.52","100,000,000",100M,"$100,045,998"
497,Chia XCH,,$6.84,0.2%,2.0%,7.3%,24.8%,"$5,848,579","14,624,581",33M,"$100,031,838"
498,ViciCoin VCNT,,$17.47,0.1%,0.1%,2.3%,5.3%,"$165,535","5,696,260",10M,"$99,499,979"
499,MarsMi MARSMI,,$0.09895,0.8%,1.4%,13.9%,24.1%,"$144,530","999,999,992",1000M,"$98,910,817"
500,Helder HLDR,,$0.2445,0.0%,0.9%,5.2%,2.8%,"$3,061.96","402,002,249",402M,"$98,273,723"
501,Wrapped Centrifuge WCFG,,$0.204,0.2%,0.1%,12.8%,21.0%,"$88,868.53","480,143,515",480.14M,"$97,942,178"
502,XYO Network XYO,,$0.007007,0.0%,0.8%,13.8%,27.9%,"$11,596,119","13,931,216,938",13.93B,"$97,593,160"
503,Chutes SN64,,$30.87,3.4%,0.1%,2.9%,1.7%,"$3,131,123","3,158,357",3.16M,"$97,503,903"
504,VaultBridge Bridged ETH (Katana) VBETH,,"$3,873.94",0.2%,1.0%,2.0%,8.0%,"$16,095,929","24,901",24900.6,"$96,432,565"
505,Flare Bridged XRP (Flare) FXRP,,$2.39,0.4%,0.2%,2.7%,-,"$1,714,024","40,066,021",40.07M,"$95,963,830"
506,Swop SWOP,,$0.009549,0.0%,0.0%,0.1%,5.6%,$42.19,"9,999,998,197",10B,"$95,483,527"
507,Pundi X PUNDIX,,$0.3684,0.3%,5.4%,21.2%,18.8%,"$5,903,052","258,386,541",258.39M,"$94,834,226"
508,Non-Playable Coin NPC,,$0.01175,2.6%,5.6%,17.7%,36.6%,"$7,078,713","8,050,126,520",8.05B,"$94,654,581"
511,ICON ICX,,$0.0877,0.8%,1.0%,5.9%,26.0%,"$3,540,042","1,078,471,454",1.09B,"$94,569,151"
512,Syndicate SYND,,$0.1976,0.3%,13.2%,26.7%,83.7%,"$4,836,743","478,700,000",1B,"$94,548,453"
510,BCGame Coin BC,,$0.009463,0.6%,1.4%,43.4%,36.2%,"$32,241.30","9,989,730,357",9.99B,"$94,529,553"
509,WeFi WFI,,$1.32,0.9%,7.4%,27.9%,93.1%,"$3,877,165","71,640,584",1B,"$94,388,339"
513,RedStone RED,,$0.3359,0.5%,0.3%,11.4%,35.2%,"$5,766,134","280,000,000",1B,"$94,071,012"
514,Bridged Ether (StarkGate) ETH,,"$3,869.32",0.8%,1.0%,4.7%,7.8%,"$9,760,754","24,297",24297.29,"$94,057,294"
515,Bridged Wrapped stETH (Gnosis) WSTETH,,"$4,724.98",0.0%,1.5%,3.9%,7.3%,"$8,987,448","19,863",19863.18,"$93,549,272"
516,Request REQ,,$0.1246,0.3%,0.0%,2.3%,0.2%,"$2,266,780","744,291,192",999.42M,"$92,848,999"
517,Kraken Wrapped BTC KBTC,,"$109,237",0.3%,1.7%,2.1%,3.6%,"$770,440",850,850,"$92,857,148"
518,Harmony ONE,,$0.006278,0.7%,2.5%,12.6%,33.2%,"$4,848,142","14,743,251,757",14.75B,"$92,588,980"
519,Verge XVG,,$0.005559,0.9%,4.2%,11.8%,5.1%,"$9,651,805","16,521,951,236",16.56B,"$91,900,773"
520,Memecoin MEME,,$0.001596,1.1%,1.2%,8.6%,31.9%,"$21,134,225","57,435,588,134",69B,"$91,660,042"
521,GOHOME GOHOME,,$174.65,0.1%,0.8%,4.3%,15.1%,"$3,040,390","524,619",10M,"$91,554,848"
522,TempleDAO TEMPLE,,$3.84,0.0%,0.1%,1.7%,1.8%,"$7,185.32","23,722,423",23.77M,"$91,066,968"
523,Sologenic SOLO,,$0.2256,0.5%,2.1%,8.0%,22.9%,"$3,628,821","399,198,717",399.2M,"$90,090,212"
524,Api3 API3,,$0.6836,0.6%,1.9%,2.1%,16.0%,"$13,370,357","131,436,063",153.69M,"$89,829,130"
525,Band BAND,,$0.538,0.4%,0.1%,5.7%,19.3%,"$8,234,206","166,900,496",167.2M,"$89,824,826"
526,Novem Pro NVM,,$0.4106,0.0%,0.0%,0.0%,0.0%,"$380,107","218,541,041",218.54M,"$89,726,368"
527,Nano XNO,,$0.6731,0.2%,0.3%,8.4%,15.8%,"$1,538,918","133,248,290",133.25M,"$89,714,681"
528,VanEck Treasury Fund VBILL,,$0.9994,0.0%,0.0%,0.0%,0.0%,$0.00,"89,638,400",89.64M,"$89,581,170"
529,Linea Bridged USDC (Linea) USDC,,$1.00,0.1%,0.4%,0.1%,0.2%,"$27,007,295","89,149,161",89.15M,"$89,124,413"
530,Babylon BABY,,$0.03119,0.8%,2.1%,13.9%,42.2%,"$10,385,403","2,837,234,423",10.45B,"$88,525,227"
531,Moonwell WELL,,$0.01968,2.7%,1.6%,4.5%,16.5%,"$4,368,336","4,470,705,982",5B,"$88,271,875"
532,Paycoin PCI,,$0.0861,0.0%,2.4%,4.0%,14.6%,"$763,089","1,022,576,440",1.9B,"$88,050,783"
533,L2 Standard Bridged WETH (Optimism) WETH,,"$3,871.80",0.4%,1.2%,4.4%,7.8%,"$9,452,721","22,675",22674.62,"$87,777,322"
534,Cronos Bridged USDT (Cronos) USDT,,$0.9968,0.4%,0.2%,0.4%,0.2%,"$143,812","87,824,964",87.82M,"$87,480,307"
535,Pirate Chain ARRR,,$0.4447,0.7%,3.5%,7.6%,130.1%,"$385,825","196,213,798",200M,"$86,872,804"
537,Osmosis OSMO,,$0.1154,0.7%,1.7%,9.5%,20.1%,"$7,595,433","748,770,900",994.42M,"$86,383,744"
538,pumpBTC PUMPBTC,,"$107,117",0.0%,0.8%,2.4%,2.6%,"$1,228.49",805,805.11,"$86,301,618"
536,4 4,,$0.086,1.0%,14.2%,53.8%,-,"$33,720,903","1,000,000,000",1B,"$86,254,793"
539,Yield Guild Games YGG,,$0.1363,0.8%,0.9%,18.4%,14.9%,"$24,070,931","626,350,518",999.72M,"$85,380,279"
540,Wilder World WILD,,$0.2164,0.2%,2.3%,4.4%,15.6%,"$1,510,036","394,130,764",499.97M,"$85,266,513"
541,TROLL TROLL,,$0.08513,3.3%,2.0%,13.7%,30.2%,"$6,690,032","998,943,459",998.94M,"$85,184,337"
542,Mask Network MASK,,$0.8512,0.6%,1.3%,7.6%,30.4%,"$17,772,853","100,000,000",100M,"$85,115,102"
544,MNEE USD Stablecoin MNEE,,$0.9996,0.1%,0.0%,0.2%,0.2%,"$101,238","84,675,559",84.68M,"$84,819,343"
543,Orca ORCA,,$1.41,0.8%,0.3%,14.2%,29.7%,"$8,760,795","60,157,220",75M,"$84,801,464"
545,Nillion NIL,,$0.3232,0.6%,0.8%,16.5%,3.5%,"$21,421,750","260,267,500",1B,"$84,187,997"
547,ONFA OFT,,$0.7539,0.8%,8.2%,7.5%,7.0%,"$3,795,997","111,409,327",279.67M,"$83,998,283"
551,Lagrange LA,,$0.4355,0.1%,3.9%,9.0%,18.3%,"$32,125,794","193,000,000",1B,"$83,876,806"
548,Loopring LRC,,$0.06728,0.7%,1.4%,8.0%,20.3%,"$8,553,179","1,245,991,469",1.37B,"$83,821,735"
549,sUSDa SUSDA,,$1.04,0.0%,0.0%,0.0%,0.0%,$0.00,"82,977,720",82.98M,"$86,056,611"
550,AltLayer ALT,,$0.0187,0.8%,0.9%,9.6%,35.7%,"$12,196,970","4,477,604,164",10B,"$83,737,981"
546,Ridges AI SN62,,$27.06,3.9%,0.3%,19.0%,35.9%,"$8,207,561","3,087,607",3.09M,"$83,552,006"
552,Fulcrom FUL,,$0.00504,0.4%,0.2%,7.2%,26.5%,"$138,092","16,549,409,343",20B,"$83,421,252"
553,GMT GMT,,$0.0268,0.8%,0.3%,12.3%,32.0%,"$25,044,921","3,111,400,155",5.07B,"$83,336,611"
554,Clearpool CPOOL,,$0.09915,0.5%,23.0%,1.4%,24.7%,"$32,266,861","836,446,855",1B,"$83,243,507"
555,BitDCA BDCA,,$1.10,0.3%,2.4%,3.6%,7.7%,"$657,470","75,431,915",142.67M,"$83,193,166"
556,Enjin Coin ENJ,,$0.04365,1.1%,0.4%,11.1%,30.9%,"$7,413,199","1,894,298,840",1.94B,"$82,700,128"
557,VaultBridge Bridged WBTC (Katana) VBWBTC,,"$109,228",0.2%,1.5%,2.0%,3.3%,"$5,348,393",754,754.14,"$82,485,966"
558,Ontology ONT,,$0.08972,0.6%,2.9%,10.7%,28.0%,"$7,140,243","918,864,523",1B,"$82,450,984"
559,Reservoir rUSD RUSD,,$0.9997,0.0%,0.3%,0.2%,0.2%,"$1,111.13","82,236,938",82.24M,"$82,211,263"
560,Waves WAVES,,$0.8141,0.2%,0.7%,1.6%,19.4%,"$10,128,244","100,000,000",100M,"$81,407,855"
561,COTI COTI,,$0.03324,0.7%,1.2%,10.2%,29.8%,"$6,874,104","2,432,661,800",2.43B,"$80,876,939"
562,staked USD1+ SUSD1+,,$1.02,-,-,-,-,$70.66,"80,006,289",80.01M,"$81,524,506"
565,Restaked Swell ETH RSWETH,,"$4,037.75",0.4%,0.4%,4.9%,6.8%,"$57,453.52","19,920",19920.18,"$80,517,122"
564,Venus XVS,,$4.80,0.8%,0.7%,10.5%,24.2%,"$6,536,852","16,747,237",29.75M,"$80,375,991"
563,Notcoin NOT,,$0.0008089,0.3%,0.5%,11.3%,51.8%,"$14,413,806","99,433,648,793",102.46B,"$80,372,710"
566,Jelly-My-Jelly JELLYJELLY,,$0.08003,2.2%,2.8%,9.1%,64.4%,"$8,251,440","999,999,099",1000M,"$80,030,802"
567,Frax USD FRXUSD,,$0.9998,0.0%,0.0%,0.0%,0.0%,"$2,222,706","79,359,997",79.55M,"$79,345,721"
568,Amnis Aptos AMAPT,,$3.14,0.9%,3.3%,8.9%,27.1%,"$106,575","25,203,629",25.21M,"$79,197,926"
569,Vana VANA,,$2.57,0.5%,1.8%,10.5%,36.4%,"$10,376,340","30,800,000",120M,"$79,121,925"
570,Solar SXP,,$0.1196,0.3%,0.5%,9.4%,26.9%,"$3,410,198","659,222,605",659.84M,"$78,870,962"
573,Echelon Prime PRIME,,$1.43,1.6%,8.9%,32.4%,19.5%,"$13,113,194","54,987,605",111.11M,"$78,695,333"
571,Somnia SOMI,,$0.4879,1.2%,1.3%,9.4%,52.1%,"$27,635,562","160,200,000",1B,"$78,137,439"
572,DFDV Staked SOL DFDVSOL,,$193.69,-,-,-,-,$445.46,"402,019",402018.92,"$77,865,867"
574,OG Fan Token OG,,$17.74,0.2%,2.1%,5.3%,6.5%,"$11,789,907","4,379,986",5M,"$77,713,731"
575,Melania Meme MELANIA,,$0.0953,0.4%,0.3%,18.3%,44.3%,"$7,682,909","809,997,108",1000M,"$77,160,780"
576,Bitlight LIGHT,,$1.79,1.6%,5.2%,83.4%,-,"$43,677,894","43,056,972",420M,"$76,948,252"
577,Puff The Dragon PUFF,,$0.08625,0.1%,0.7%,0.9%,5.2%,"$35,119.48","888,888,888",888.89M,"$76,655,395"
578,Neiro NEIRO,,$0.0001821,1.1%,1.3%,6.7%,36.3%,"$35,194,493","420,690,000,000",420.69B,"$76,613,197"
579,WOO WOO,,$0.04017,1.0%,2.0%,12.8%,38.3%,"$8,668,746","1,905,073,375",2.21B,"$76,540,322"
580,Gama Token GAMA,,$0.7646,0.0%,0.0%,0.0%,0.0%,"$322,800","100,027,931",100.03M,"$76,459,029"
581,BYUSD BYUSD,,$1.00,32.1%,0.0%,0.0%,0.1%,"$74,257.51","76,312,582",76.31M,"$76,319,268"
582,EUR CoinVertible EURCV,,$1.16,0.0%,0.0%,0.6%,1.8%,"$49,475,098","65,755,949",65.76M,"$76,245,065"
583,USDX USDX,,$0.6799,0.5%,2.2%,2.2%,4.7%,"$68,822.21","111,568,045",111.57M,"$75,862,117"
584,Felix feUSD FEUSD,,$0.9989,0.2%,0.4%,0.1%,0.9%,"$1,220,855","75,004,069",8.93B,"$75,769,341"
585,OpenLedger OPEN,,$0.3482,1.4%,4.2%,8.9%,52.3%,"$43,825,650","215,500,000",1B,"$75,273,452"
586,Decentralized Social DESO,,$7.11,0.1%,1.3%,3.6%,28.8%,"$45,076.06","10,532,254",10.81M,"$74,930,576"
587,Daku V2 DAKU,,$0.1239,0.9%,1.2%,4.1%,5.5%,"$1,504.62","599,999,752",600M,"$74,730,561"
588,Omni Network [Old] OMNI,,$1.84,0.9%,16.2%,24.4%,56.5%,"$338,021","40,452,796",100M,"$74,384,379"
589,Cloud CLOUD,,$0.1439,0.5%,7.8%,1.6%,33.9%,"$1,838,995","504,013,117",1B,"$72,732,531"
590,BORA BORA,,$0.06288,2.8%,2.1%,4.4%,25.4%,"$643,365","1,152,750,000",1.21B,"$72,565,602"
593,QuantixAI QAI,,$90.16,0.3%,1.5%,3.8%,10.6%,"$7,836,351","804,342",10M,"$72,523,111"
591,Nexpace NXPC,,$0.3378,0.6%,0.9%,6.7%,45.2%,"$13,280,491","214,612,089",1B,"$72,515,274"
592,BSquared Network B2,,$1.73,1.7%,4.8%,3.0%,150.6%,"$45,324,416","41,545,875",210M,"$72,453,889"
597,BIM BIM,,$2.41,0.0%,1.7%,4.0%,7.8%,"$245,074","30,000,000",30M,"$72,348,246"
596,io.net IO,,$0.3277,1.1%,2.1%,6.3%,40.1%,"$25,437,503","220,649,405",800M,"$72,322,393"
594,aura AURA,,$0.07505,0.4%,1.2%,5.6%,16.4%,"$1,865,007","963,285,833",963.29M,"$72,317,675"
595,Purr PURR,,$0.1212,1.3%,6.5%,3.4%,33.1%,"$3,428,350","596,046,242",596.05M,"$72,286,641"
598,Bedrock BTC BRBTC,,"$109,307",0.0%,0.0%,0.0%,0.0%,$0.00,621,620.64,"$67,840,163"
599,CASH CASH,,$0.9998,0.0%,0.0%,0.0%,-,"$4,894,436","71,896,290",71.9M,"$71,876,520"
600,Rocket Pool RPL,,$3.28,1.1%,1.4%,11.0%,39.3%,"$5,312,597","21,870,340",21.87M,"$71,697,862"
601,Magic Eden ME,,$0.4282,0.9%,0.6%,6.1%,40.2%,"$7,696,003","167,136,322",1B,"$71,580,568"
602,BOOK OF MEME BOME,,$0.001035,0.8%,0.4%,9.1%,40.2%,"$25,540,383","68,999,659,569",69B,"$71,485,673"
603,Sui Bridged Ether (Sui) SBETH,,"$3,860.57",0.7%,1.0%,4.3%,8.4%,"$3,391,521","18,460",18459.66,"$71,303,848"
604,GAL (migrated to Gravity - G) GAL,,$0.5578,0.5%,3.2%,12.7%,18.5%,"$3,293.71","127,749,331",200M,"$71,010,086"
606,Degen DEGEN,,$0.001916,2.0%,1.3%,11.8%,38.8%,"$11,302,028","36,965,730,333",36.97B,"$70,810,750"
605,Blast BLAST,,$0.001461,1.8%,0.9%,6.9%,33.7%,"$3,967,497","48,321,454,362",100B,"$70,671,445"
607,Status SNT,,$0.01784,0.3%,1.4%,5.8%,24.6%,"$5,440,119","3,960,483,788",6.8B,"$70,637,087"
609,Stronghold SHX,,$0.01309,0.1%,3.3%,0.4%,29.7%,"$3,075,975","5,374,948,823",-,"$70,332,513"
608,COCA COCA,,$0.6161,0.0%,0.2%,4.0%,13.6%,"$363,500","113,670,000",1B,"$70,037,150"
