Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap,Cluster,PC1,PC2
718,Gravity (by Galxe)G,,0.007302,0.6%,0.9,6.8,28.7%,"$2,985,101","7,232,700,000",12B,52808599.0,0,-0.2308101498506562,-0.3171859447675156
717,SignSIGN,,0.0391,0.5%,3.1,9.7,50.5%,"$12,892,040","1,350,000,000",10B,52794384.0,0,0.04760328425337892,-0.28013858205232356
719,MiL.kMLK,,0.1036,0.5%,2.2,5.6,25.1%,"$4,672,304","504,645,159",986.25M,52330311.0,0,-0.13116180079173384,-0.3023043217988196
720,Kyber Network CrystalKNC,,0.3069,1.3%,1.2,9.7,10.5%,"$15,777,526","170,152,851",240.55M,52291886.0,0,-0.13704170467418597,-0.3065012221895786
721,CYBERCYBER,,1.05,1.1%,1.1,6.3,34.4%,"$12,333,751","49,600,367",100M,52028975.0,0,-0.22247542669341175,-0.31590489176399084
722,YZYYZY,,0.4001,0.2%,0.9,1.5,5.9%,"$4,222,554","130,000,000",1000M,51954433.0,0,-0.34880983355107253,-0.32992698893552325
723,Quack AIQ,,0.03202,1.4%,3.2,33.9,34.4%,"$13,269,466","1,616,000,000",10B,51831810.0,0,0.5963378589486195,-0.22267125787544917
724,HivemapperHONEY,,0.01044,0.6%,1.2,9.5,25.5%,"$541,757","4,959,600,585",6.51B,51734465.0,0,-0.14146750078530512,-0.30722747978628795
725,CJournalCJL,,0.08741,0.1%,1.6,2.0,10.5%,"$14,831.47","589,416,460",1B,51524942.0,0,-0.26961622534518964,-0.3193279290046687
728,Tokamak NetworkTON,,0.9486,0.7%,1.1,4.7,18.2%,"$198,181","54,226,049",97.92M,51448729.0,0,-0.2580812244333231,-0.31990308301457804
726,MetaMask USDMUSD,,0.9997,0.0%,0.2,0.0,0.2%,"$62,833,127","51,464,903",51.46M,51433191.0,0,-0.45023069696926055,-0.3432716876896125
727,Goatseus MaximusGOAT,,0.05118,1.0%,0.6,9.1,40.7%,"$8,870,671","999,991,101",999.99M,51181996.0,0,-0.20866581434639436,-0.31666313839737753
731,CREPECREPE,,7.362e-05,3.9%,15.0,100.7,211.5%,"$2,590,155","690,000,000,000",690B,51096880.0,4,3.2309891549479404,0.09541892401533904
729,AnimecoinANIME,,0.009207,0.8%,0.5,7.0,34.9%,"$14,095,684","5,538,604,656",10B,51007903.0,0,-0.265146572539194,-0.3230228629765537
730,Cookie DAOCOOKIE,,0.08169,1.1%,1.4,12.5,26.3%,"$7,332,158","623,633,775",999.89M,50983453.0,0,-0.05517871082729971,-0.2977986571867315
732,dKargoDKA,,0.01011,0.0%,0.1,7.1,25.6%,"$1,743,402","5,000,000,000",5B,50631641.0,0,-0.3017787248972964,-0.3284615466506047
734,LiquityLQTY,,0.5111,1.0%,1.7,6.7,34.1%,"$6,974,041","97,895,727",100M,50157893.0,0,-0.15515763827882315,-0.3075642444453678
736,Manta NetworkMANTA,,0.111,0.5%,1.9,10.2,40.5%,"$6,910,629","450,152,085",1B,49939833.0,0,-0.05775616864096472,-0.29675023875931517
737,ZentryZENT,,0.006486,0.6%,2.1,8.5,24.9%,"$9,004,694","7,686,278,718",9.71B,49865457.0,0,-0.07617474755641325,-0.2980050322342014
735,TargonSN4,,16.84,3.8%,4.4,6.3,11.6%,"$119,328","2,955,341",2.96M,49775538.0,0,0.09828382815359654,-0.2708504683876951
739,ShentuCTK,,0.3324,1.5%,3.1,16.4,5.5%,"$2,925,950","149,381,708",151.65M,49652424.0,0,0.1969715912812665,-0.2658728320664593
738,DIADIA,,0.4144,2.2%,2.5,6.2,31.0%,"$6,921,952","119,676,104",168.82M,49659193.0,0,-0.08851398652943417,-0.2979463225268759
740,SecretSCRT,,0.1539,0.8%,2.5,11.4,1.8%,"$4,564,330","322,189,313",337.18M,49578868.0,0,0.027302815790802123,-0.28584800968748597
741,R0AR Token1R0R,,0.007571,0.1%,1.4,22.1,63.4%,"$15,267.97","6,542,620,182",10B,49539265.0,0,0.15869706177978662,-0.27602176674131046
742,DefinitiveEDGE,,0.2438,0.0%,2.6,5.8,24.9%,"$6,193,225","203,024,680",1B,49501351.0,0,-0.08769465971412123,-0.29758103426732535
743,SAFEbitSAFE,,0.2582,0.7%,1.1,18.8,36.8%,"$1,158,386","191,350,000",1B,49397835.0,0,0.05604867020957091,-0.287910485413078
744,BounceBitBB,,0.1198,1.5%,0.4,16.7,41.4%,"$18,991,224","409,500,000",2.1B,49073739.0,0,-0.058740442463238694,-0.3025986785511499
745,Sygnum FIUSD Liquidity FundFIUSD,,11629.58,0.0%,0.0,0.1,0.3%,$0.00,"4,196",4196,48797722.0,0,-0.5320381381371405,0.12042187133646368
746,Ontology GasONG,,0.1132,0.8%,2.3,9.5,26.9%,"$2,492,531","429,405,966",1B,48656296.0,0,-0.03440697221522166,-0.29344892822932117
747,Hex Trust USDUSDX,,1.0,0.1%,0.1,0.2,0.1%,"$5,374.06","48,515,367",48.52M,48573004.0,0,-0.4553580354859358,-0.345449588841531
748,Across ProtocolACX,,0.07819,1.4%,1.3,10.5,31.7%,"$4,801,350","618,300,241",1B,48327062.0,0,-0.10931300817923634,-0.3050243358433322
749,CivicCVC,,0.06017,0.9%,1.0,10.0,29.1%,"$3,741,240","802,000,010",1B,48299400.0,0,-0.14960535269174424,-0.31033409060046885
751,SteemSTEEM,,0.0912,0.6%,0.5,8.1,25.6%,"$18,803,127","529,495,153",529.93M,48290491.0,0,-0.24051759306265708,-0.321655891090968
750,STBLSTBL,,0.09661,1.5%,11.9,24.0,71.9%,"$38,206,584","500,000,000",10B,48232261.0,0,1.2216072383385905,-0.12764453162270797
752,VeraOneVRO,,131.12,0.1%,1.2,4.6,8.0%,"$42,919.46","367,257",367256.74,48157977.0,0,-0.25115506798703147,-0.31498801698535095
753,DOVUDOVU,,0.004819,1.9%,2.3,18.7,29.5%,"$287,208","9,990,266,704",10B,48146499.0,0,0.17051542127156125,-0.27219314241294545
767,OreORE,,115.7,7.6%,119.5,903.2,1155.3%,"$9,840,794","413,055",413055.45,48077685.0,3,31.26004387773812,3.4112180982935683
755,Overnight.fi USD+USD+,,0.9999,0.0%,0.0,0.0,0.0%,"$1,369,786","48,085,096",48.09M,48066104.0,0,-0.4695072662337297,-0.34751786886593605
754,SATS (Ordinals)SATS,,0.072287,0.5%,2.5,11.3,34.2%,"$8,812,554","2,100,000,000,000,000",2100T,48025416.0,0,0.025150930069645538,-0.2867738846467685
756,Noble Dollar (USDN)USDN,,0.9999,0.0%,0.0,0.0,0.0%,"$68,312.83","48,032,346",48.03M,48021182.0,0,-0.46950510308752486,-0.347537794444462
757,FluxFLUX,,0.122,0.6%,0.3,8.5,33.4%,"$2,653,177","393,041,609",393.11M,47970621.0,0,-0.25103249071382505,-0.323615034887654
758,Gemini DollarGUSD,,0.9994,0.0%,0.0,0.1,0.0%,"$288,601","47,948,690",47.95M,47926667.0,0,-0.46727340515507415,-0.3473461911813664
759,ChangeNOWNOW,,0.5713,0.5%,2.1,4.5,25.4%,"$69,421.63","83,809,846",97.81M,47895762.0,0,-0.16516880105157172,-0.30819786312704667
760,Mountain Protocol USDUSDM,,0.9978,0.0%,0.1,2.3,0.0%,$627.39,"48,000,501",48M,47891262.0,0,-0.408555172472242,-0.34084759634911993
761,Banana GunBANANA,,11.91,1.5%,0.6,13.1,32.3%,"$8,445,009","4,016,522",8.45M,47879978.0,0,-0.11948705797054933,-0.308309288850821
762,PHALAPHA,,0.05863,1.0%,0.9,15.5,40.2%,"$8,398,189","815,267,600",1B,47798444.0,0,-0.03680765748582063,-0.29908764817170075
763,Steakhouse ETH Morpho VaultSTEAKETH,,3998.19,0.4%,1.1,4.1,7.7%,$0.00,"11,924",11923.73,47673405.0,0,-0.2935102890679298,-0.16231982665980732
764,BOLDBOLD,,1.0,0.0%,0.0,0.1,0.2%,"$675,724","47,669,546",47.67M,47669111.0,0,-0.46726100630224504,-0.34746040846880666
765,ArcblockABT,,0.4822,0.1%,3.3,6.8,23.0%,"$261,417","98,580,000",186M,47502942.0,0,0.0027071495848516028,-0.2864880011766218
766,KGeNKGEN,,0.2403,2.6%,3.1,11.9,-,"$28,471,840","198,677,778",1B,47408141.0,0,0.09685869673995232,-0.27738159399491874
768,MarlinPOND,,0.00577,0.9%,1.5,10.7,27.5%,"$2,675,260","8,202,394,162",10B,47331644.0,0,-0.08537167971697508,-0.3022489950109076
769,BoundlessZKC,,0.2353,2.5%,7.8,26.7,63.1%,"$59,257,373","200,937,056",1B,47268808.0,0,0.8832922982019911,-0.17819061441079923
771,StorXSRX,,0.07802,0.2%,1.7,8.8,13.0%,"$3,018,726","604,839,925",604.84M,47188192.0,0,-0.10824220409447735,-0.30399441597848487
770,DoodlesDOOD,,0.006039,0.5%,0.6,21.0,53.6%,"$18,007,375","7,800,000,000",10B,47106280.0,0,0.05656082439720833,-0.2906807556178968
772,SPACE IDID,,0.1093,0.7%,1.0,8.4,28.9%,"$9,772,476","430,506,132",2B,47069027.0,0,-0.1851806824436891,-0.3146146016621562
773,Rootstock Infrastructure FrameworkRIF,,0.04702,0.7%,0.6,4.0,20.8%,"$987,297","1,000,000,000",1B,47008145.0,0,-0.32204914671943485,-0.3304255222537253
774,ChainGPTCGPT,,0.05417,1.5%,1.0,10.4,34.4%,"$7,143,531","865,957,336",997.83M,46898835.0,0,-0.14062930162521758,-0.3100213800942807
776,RujiraRUJI,,0.6281,0.1%,4.3,9.0,29.0%,"$299,725","74,500,000",100M,46796231.0,0,0.1489310584536561,-0.2678941555862109
775,TaikoTAIKO,,0.2507,1.2%,1.8,10.8,32.4%,"$7,492,418","186,604,809",1B,46788670.0,0,-0.05396169582632101,-0.2981174167067774
777,HoloworldHOLO,,0.134,1.1%,5.5,4.9,54.0%,"$33,568,131","347,376,226",2.05B,46575490.0,0,0.1742637653771317,-0.2610712128188715
778,TokenPocket TokenTPT,,0.01344,0.3%,1.1,3.5,19.2%,"$116,448","3,466,457,399",3.47B,46588818.0,0,-0.28456772552840415,-0.32489888557179847
779,CartesiCTSI,,0.05257,0.8%,2.0,10.8,33.9%,"$4,967,594","884,702,532",1B,46525827.0,0,-0.03450923151146495,-0.29548928065961705
780,Energy WebEWT,,0.7682,0.1%,1.3,17.0,24.8%,"$429,718","60,544,174",69.02M,46475136.0,0,0.03553668346056449,-0.2906375270593701
781,GameBuildGAME,,0.002517,0.0%,0.0,3.2,19.3%,"$1,507,330","18,356,840,358",21.42B,46198989.0,0,-0.3981432012155137,-0.340912648474375
782,ApertumAPTM,,0.7435,0.4%,2.3,8.2,42.9%,"$1,545,669","61,752,466",64.26M,45997701.0,0,-0.06323533114798696,-0.2976389428629591
783,Tornado CashTORN,,12.06,0.7%,0.4,7.1,3.8%,"$2,599,244","3,810,551",10M,45931690.0,0,-0.2724614169276549,-0.32593291041899225
784,WAXWAXP,,0.0131,0.8%,1.6,10.0,26.8%,"$2,432,885","3,504,099,552",3.77B,45906438.0,0,-0.09117374716692128,-0.30313934575285373
785,Universal ETHUNIETH,,4274.76,0.4%,1.1,4.0,7.7%,"$9,370.25","10,710",10710.16,45818668.0,0,-0.2971874647901778,-0.1522600201433648
787,JOEJOE,,0.1135,1.2%,0.0,9.4,38.4%,"$5,352,948","402,980,934",499.71M,45701264.0,0,-0.2600369279610283,-0.3266490827014928
790,Wrapped NXMWNXM,,90.03,0.3%,1.4,4.4,5.1%,"$98,121.85","501,446",501446.49,45145281.0,0,-0.2357968793177477,-0.3156902434304208
788,VineVINE,,0.0451,1.0%,0.8,13.9,22.5%,"$12,090,295","999,978,121",999.98M,45141627.0,0,-0.08203330276835814,-0.30537973338465846
789,Sonic SVMSONIC,,0.1252,0.8%,1.6,6.1,32.8%,"$12,253,325","360,000,000",2.4B,45100041.0,0,-0.17799415372931146,-0.3126008341246649
791,WorldAssetsINC,,0.5003,0.0%,0.4,28.2,-,"$371,594","90,000,000",300M,45045598.0,0,0.1975729606039344,-0.27751227138572704
792,Coinbase Wrapped XRPCBXRP,,2.39,0.6%,0.9,2.3,16.4%,"$882,236","18,701,557",18.7M,44789301.0,0,-0.3306587322146246,-0.3311568009778209
793,RenzoREZ,,0.01025,0.9%,2.3,19.0,9.9%,"$15,840,839","4,325,079,198",10B,44319884.0,0,0.17738108729356702,-0.27318961630197935
795,Huma FinanceHUMA,,0.02555,0.6%,6.5,14.0,19.4%,"$113,169,691","1,733,333,333",10B,44269334.0,0,0.47423903995672734,-0.22708233876217412
794,TerraClassicUSDUSTC,,0.007903,1.2%,2.3,10.2,29.7%,"$5,016,413","5,587,518,184",6.09B,44171227.0,0,-0.01860040738178612,-0.2938077305299735
796,APXAPX,,1.18,0.2%,1.7,5.6,27.8%,"$413,690","37,473,615",3.98B,44130498.0,0,-0.17936970507588254,-0.31277987802686247
798,Savings crvUSDSCRVUSD,,1.08,0.0%,0.0,0.1,0.7%,"$1,808,825","41,039,793",41.04M,44121046.0,0,-0.4670906002416233,-0.34903097090107466
797,GeorgePlaysClashRoyaleCLASH,,0.04397,1.8%,9.4,33.8,-,"$1,781,716","999,999,592",1000M,44102792.0,0,1.1970826749199792,-0.14099934054239407
799,sETHSETH,,3800.92,0.2%,1.0,3.4,5.1%,"$3,458.49","11,584",11584.25,44025857.0,0,-0.3175460344716796,-0.17487767274271138
800,CARVCARV,,0.1487,1.3%,1.5,17.3,48.9%,"$17,434,752","295,363,895",1B,43917254.0,0,0.06178343873893234,-0.2883436740600894
802,TreasureMAGIC,,0.1385,0.6%,0.0,1.9,23.1%,"$23,584,629","316,485,732",347.69M,43874267.0,0,-0.42698488597418527,-0.34497443841181213
804,Metal DAOMTL,,0.4996,1.0%,1.0,4.7,24.6%,"$2,117,202","87,659,735",87.66M,43641050.0,0,-0.26742211161475443,-0.32476064235198415
803,SynFuturesF,,0.01562,6.0%,23.8,69.0,7.0%,"$34,290,481","2,711,524,825",10B,43516404.0,4,3.3806524774678164,0.1391411327305741
805,TAGGERTAG,,0.0003992,0.6%,0.1,1.9,20.6%,"$6,748,491","108,864,805,114",405.38B,43441503.0,0,-0.41724392588947035,-0.3437956026542158
807,DarkStarDARKSTAR,,0.1477,1.6%,1.3,16.6,31.8%,"$19,714,102","293,333,334",1B,43348875.0,0,0.02678210137063102,-0.29298333470811255
809,Synthetix sUSDSUSD,,0.9953,0.1%,0.3,0.0,3.0%,"$545,168","43,549,469",43.55M,43350782.0,0,-0.4401221247672577,-0.3454805506473015
806,FLOCKFLOCK,,0.1818,1.2%,3.7,14.2,31.6%,"$7,169,346","238,516,022",1B,43351753.0,0,0.20659477592068984,-0.26555357010134695
810,DORADORA,,0.04334,0.1%,0.3,16.4,86.0%,"$244,849","1,000,000,000",1B,43343922.0,0,-0.07486489102140288,-0.30722024835542067
808,CornCORN,,0.08254,0.2%,8.5,6.6,3.2%,"$7,210,014","525,000,000",2.1B,43334758.0,0,0.5038621224985536,-0.21725016166007066
811,Ekubo ProtocolEKUBO,,4.33,0.3%,1.5,8.2,13.6%,"$124,046","10,000,000",10M,43281393.0,0,-0.1408793127132758,-0.30971038016231495
812,BifrostBFC,,0.0311,0.3%,5.5,2.8,19.4%,"$2,552,816","1,391,269,926",2.37B,43269744.0,0,0.12765349836393025,-0.26744611760798404
813,LiskLSK,,0.2117,1.2%,1.3,10.3,34.3%,"$3,200,708","203,678,125",400M,43114603.0,0,-0.11351704161264174,-0.3077980980614687
814,QANplatformQANX,,0.02531,0.4%,0.8,2.8,8.4%,"$230,309","1,700,000,000",2.1B,43092198.0,0,-0.3291474822110854,-0.3322132209136029
815,SX NetworkSX,,0.08025,1.5%,2.3,8.2,88.0%,"$83,110.80","535,472,010",999.25M,43057478.0,0,-0.06309005792645407,-0.29896976429350536
816,Wrapped XRPWXRP,,2.4,0.2%,0.8,0.5,15.3%,"$14,986.66","17,947,559",17.95M,43021862.0,0,-0.3803816228848229,-0.3375205411920763
817,WazirXWRX,,0.09192,7.2%,18.2,29.8,82.5%,"$117,146","456,517,027",1B,42985257.0,4,1.96335347397448,-0.029716782755109635
818,Ondo U.S. Dollar TokenUSDON,,1.0,0.0%,0.0,0.0,0.0%,"$2,218,158","42,852,750",42.85M,42810527.0,0,-0.46925419298590915,-0.34984902579705424
819,OVERTAKETAKE,,0.2916,0.2%,3.0,13.3,53.3%,"$64,588,017","146,654,356",1B,42796389.0,0,0.11854114533540595,-0.2775318119809133
820,DentDENT,,0.0004466,0.9%,0.9,6.8,33.5%,"$3,422,871","95,654,960,453",100B,42690058.0,0,-0.23032286972938587,-0.3216743949895771
821,AnvilANVL,,0.0005324,0.0%,1.9,3.1,44.9%,"$9,881.26","80,200,555,200",100B,42694765.0,0,-0.21553389849279694,-0.31655009042303245
822,AcetACT,,0.02494,0.3%,38.1,37.3,20.0%,"$482,543","1,709,870,216",2.23B,42660538.0,4,4.064556403278213,0.26154471757739295
823,Bucket Protocol BUCK StablecoinBUCK,,0.9971,0.1%,0.0,0.1,0.3%,"$1,695,305","42,504,509",42.5M,42631118.0,0,-0.46701839376227766,-0.3496951745336266
824,ElectroneumETN,,0.00234,2.0%,1.3,6.7,16.5%,"$1,151,697","17,979,817,605",21B,42467031.0,0,-0.1936618751437316,-0.31650141923263697
825,Solidus Ai TechAITECH,,0.02503,1.5%,9.5,19.5,22.8%,"$16,145,271","1,693,888,030",1.99B,42368261.0,0,0.8884040738851956,-0.1737902592191719
826,Liqwid FinanceLQ,,2.09,5.7%,0.5,11.0,32.9%,"$11,838.51","20,212,625",21M,42291297.0,0,-0.1756526625332828,-0.31746370854200273
827,Bridged Tether (Linea)USDT,,0.9998,0.0%,0.2,0.0,0.2%,"$18,616,067","42,202,112",42.2M,42180880.0,0,-0.44978516746429226,-0.3473756338367973
835,SEDASEDA,,0.06853,2.9%,12.4,21.4,79.3%,"$1,207,458","616,213,188",1.01B,42124954.0,0,1.212592501802325,-0.12954510531438243
828,Artificial Liquid IntelligenceALI,,0.004619,0.5%,14.3,10.7,21.5%,"$2,239,381","9,118,091,184",9.87B,42010945.0,0,1.1589616420171711,-0.12843719083433763
829,Smooth Love PotionSLP,,0.001164,0.9%,3.1,15.1,30.3%,"$3,907,701","36,086,213,108",36.09B,41992716.0,0,0.1683894046038538,-0.27231978426677816
830,Yei FinanceCLO,,0.3229,1.3%,16.2,24.8,-,"$16,982,334","129,100,000",1B,41982989.0,0,1.6576562065745453,-0.06935624257499755
832,CrossCROSS,,0.1247,3.1%,0.4,4.9,47.3%,"$3,937,499","335,222,890",985.22M,41790016.0,0,-0.32119271789924764,-0.3333877190802642
831,Beets Staked SonicSTS,,0.1683,0.4%,1.9,14.4,35.5%,"$1,045,034","248,123,758",248.12M,41772100.0,0,0.036176861572329765,-0.29056186297978515
833,Austin CapitalsAUX,,4.25,0.0%,0.0,0.0,0.0%,"$79,362.16","9,786,000",9.79M,41602443.0,0,-0.46921410862767465,-0.35025425727901066
834,Avalanche Bridged WBTC (Avalanche)WBTC.E,,109711.0,0.1%,1.7,1.5,3.3%,"$50,595.60",378,378.35,41510391.0,1,-0.8811834579081024,4.085994223740439
836,ResearchCoinRSC,,0.3328,0.3%,2.6,12.9,39.1%,"$454,109","124,306,414",1B,41379444.0,0,0.07082316143291058,-0.28459821273155433
837,Hippo ProtocolHP,,0.03409,0.3%,0.7,4.1,17.1%,"$147,822","1,211,996,243",1.21B,41331597.0,0,-0.3098292334507857,-0.3313340392399031
838,DymensionDYM,,0.1064,1.5%,2.9,13.5,45.3%,"$3,887,534","389,093,053",1B,41300352.0,0,0.11334915084616266,-0.2791120871896933
839,MetYaMET,,0.2096,0.2%,0.4,6.0,10.0%,"$6,903,885","196,872,229",975.79M,41260231.0,0,-0.2966690962401609,-0.3310502876817011
840,Binance-Peg DAIDAI,,0.9996,0.0%,0.0,0.2,0.3%,"$667,553","40,999,972",41M,40983199.0,0,-0.46471191087186786,-0.35019247774847767
841,LuckifyLUCK,,0.2047,0.3%,0.2,5.3,43.7%,"$552,411","199,999,317",1000M,40972998.0,0,-0.33168395003229806,-0.3355654001096211
842,A Hunters DreamCAW,,0.076376,0.3%,0.2,8.0,30.0%,"$459,345","636,666,666,666,666",666.67T,40715571.0,0,-0.27153795363894545,-0.32937898962303397
843,Cetus ProtocolCETUS,,0.04719,1.0%,0.3,4.5,42.1%,"$18,216,685","859,057,971",1B,40557861.0,0,-0.3397608821802073,-0.33624789689492235
845,MindWaveDAONILA,,0.04806,0.0%,0.0,0.2,14.4%,$600.66,"842,766,177",1.06B,40507452.0,0,-0.4646837059281549,-0.3504417446049695
844,Bertram The PomeranianBERT,,0.04139,2.1%,3.6,28.4,38.3%,"$4,402,843","978,059,460",978.06M,40483449.0,0,0.513268762008827,-0.2350442335363329
846,StakeStoneSTO,,0.1793,0.2%,1.8,1.7,106.8%,"$8,687,017","225,333,333",1B,40392951.0,0,-0.2563234208020532,-0.32220988900715664
847,Yield Optimizer ETHYOETH,,4123.15,0.3%,1.2,4.0,7.4%,$0.00,"9,780",9780.42,40341602.0,0,-0.2863605365460883,-0.1594066662536708
849,Yield BasisYB,,0.4581,0.5%,21.3,22.9,-,"$197,371,776","87,910,000",701.47M,40281838.0,4,2.1111086073195473,-0.004349261298308368
848,Dogelon MarsELON,,0.077367,0.9%,0.8,5.7,21.1%,"$978,101","549,649,971,723,242",1000T,40195330.0,0,-0.26442110391421264,-0.32672321675065447
850,CobakCBK,,0.406,0.0%,0.7,2.2,19.0%,"$5,120,016","98,375,665",100M,40134654.0,0,-0.352089401309301,-0.33628738792216933
851,Dialectic USD VaultDUSD,,1.0,0.0%,0.0,0.1,-,"$11,461.52","39,999,999",40M,40139904.0,0,-0.46689844952500875,-0.3508000595376877
852,Metronome Synth ETHMSETH,,3854.23,0.4%,1.0,4.1,7.9%,"$7,374,134","10,373",10373.06,39980192.0,0,-0.3020579292841333,-0.17289467904154351
853,Avalanche Bridged USDC (Avalanche)USDC.E,,0.9997,0.0%,0.0,0.0,0.0%,"$1,656,867","39,918,999",39.92M,39894835.0,0,-0.4691137908868785,-0.35114232065395196
857,AI Analysis TokenAIAT,,0.3614,0.7%,2.3,14.3,10.3%,"$45,810.16","110,347,624",500M,39878118.0,0,0.07291725406676251,-0.28612237006676944
854,MoonbeamGLMR,,0.03902,0.5%,0.1,15.8,35.8%,"$3,260,649","1,020,902,082",1.2B,39802470.0,0,-0.107495902459982,-0.3129452307449688
858,MediblocMED,,0.003947,0.0%,1.2,6.2,23.3%,"$394,176","10,080,089,735",10.87B,39789036.0,0,-0.21438800162458452,-0.3202332795447183
855,KetKET,,0.03965,0.2%,1.8,1.6,54.2%,"$133,487","1,000,000,000",1B,39654478.0,0,-0.2585142274934252,-0.32277660496485683
856,WINkLinkWIN,,3.991e-05,0.6%,0.2,2.8,20.2%,"$12,281,312","993,701,859,243",999B,39641578.0,0,-0.38729729686922365,-0.34200284942682746
859,OlaXBTAIO,,0.172,0.4%,9.1,29.5,8.1%,"$2,294,989","230,250,000",1B,39458429.0,0,1.0723803578398095,-0.15722576917738051
860,c8ntinuumCTM,,0.04781,0.4%,1.7,8.1,40.6%,"$1,764,097","824,932,137",888.89M,39437911.0,0,-0.12345884124136834,-0.3090681654078353
863,Bridged Wrapped Bitcoin (StarkGate)WBTC,,109463.0,0.2%,1.8,1.8,3.5%,"$10,687,134",358,358.49,39237396.0,1,-0.8632928936528983,4.077095257970433
864,XT.comXT,,6.48,0.3%,1.3,4.4,6.3%,"$27,226,568","6,045,803",1B,39207873.0,0,-0.24476529971894526,-0.32305826309652247
865,Islamic CoinISLM,,0.01792,0.3%,1.4,5.8,11.1%,"$162,922","2,186,476,119",20.24B,39172133.0,0,-0.2038282443849847,-0.3186878507450314
867,HydrationHDX,,0.006642,0.4%,0.9,1.1,26.4%,"$23,759.19","5,893,058,581",6.42B,39143435.0,0,-0.35709932648414905,-0.3365594280131751
868,AkedoAKE,,0.001696,4.5%,13.7,2.3,1.1%,"$3,853,668","22,796,250,000",100B,39057260.0,0,0.9137076835332155,-0.15762339708210954
866,Reactive NetworkREACT,,0.09825,2.1%,5.7,4.9,40.3%,"$1,440,735","397,337,088",500M,39038545.0,0,0.19406559852015465,-0.26166304714415545
870,Gains NetworkGNS,,1.4,0.9%,0.9,0.1,26.2%,"$1,762,793","27,888,992",27.89M,38977327.0,0,-0.37937052235308416,-0.33891256807842557
871,Binance-Peg AvalancheAVAX,,19.47,0.5%,0.3,11.0,43.5%,"$126,812","2,000,000",2M,38945068.0,0,-0.1950269693217176,-0.3210021003851559
872,Victoria VRVR,,0.004781,0.4%,0.4,3.3,5.2%,"$1,046,275","8,141,695,688",16.8B,38911941.0,0,-0.35668776432890487,-0.33840587846984993
873,UnipolyUNP,,0.1393,0.1%,0.1,3.2,7.8%,"$408,617","279,230,000",1B,38896947.0,0,-0.3880729921250104,-0.34276969776149724
861,FUNTokenFUN,,0.003666,0.4%,4.0,27.9,58.5%,"$2,750,324","10,598,879,189",11B,38859690.0,0,0.5410888513501854,-0.23142834357636144
874,KernelDAOKERNEL,,0.1637,1.6%,3.5,13.9,22.0%,"$18,272,664","236,759,270",1B,38746738.0,0,0.18069648713229483,-0.2710502206364022
875,Impossible Cloud Network TokenICNT,,0.2316,2.1%,2.2,19.1,3.9%,"$4,418,631","167,220,000",700M,38745076.0,0,0.17015609269656182,-0.2767962751378769
876,NosanaNOS,,0.4642,0.2%,1.0,8.2,41.3%,"$1,194,905","83,400,000",100M,38706084.0,0,-0.18923424163980118,-0.31877689267755444
877,Wrapped POLWPOL,,0.1912,0.8%,1.3,3.5,16.5%,"$6,938,665","202,182,027",202.18M,38682140.0,0,-0.26474927685311245,-0.3256461369705618
878,SSV NetworkSSV,,5.45,0.9%,0.1,2.3,30.5%,"$12,353,360","7,085,673",14.18M,38669538.0,0,-0.40813589549941454,-0.34475903432423377
880,BurnedFiBURN,,3.11,2.1%,11.9,48.1,14.0%,"$649,040","12,440,047",12.44M,38658761.0,0,1.7587931504731085,-0.07548515431514297
879,HyperlaneHYPER,,0.1878,1.6%,4.3,10.1,29.0%,"$19,258,236","205,714,488",804.67M,38618653.0,0,0.17382587038467953,-0.2689700842996147
882,Bit2MeB2M,,0.01304,0.8%,0.9,4.8,17.0%,"$36,246.53","2,955,655,009",4.94B,38530947.0,0,-0.274665543216971,-0.32818962955519876
881,EVAA ProtocolEVAA,,5.81,10.5%,22.7,63.7,-,"$89,492,340","6,617,972",50M,38465483.0,4,3.155911941115708,0.10961590882211981
884,Advertise CoinADCO,,0.8508,0.4%,1.1,4.2,7.9%,"$12,786.83","45,000,000",50M,38307409.0,0,-0.2685836007621377,-0.32690370269281394
885,BENQIQI,,0.005314,1.0%,0.8,11.5,46.8%,"$1,221,389","7,200,000,000",7.2B,38247576.0,0,-0.1351525638421673,-0.3140443672776855
887,QuarkChainQKC,,0.005299,0.5%,0.4,5.2,15.3%,"$703,726","7,173,093,126",10B,38017970.0,0,-0.3143289847645047,-0.334365005682422
888,DEAPCOINDEP,,0.001381,1.0%,9.7,4.0,11.7%,"$2,309,025","27,526,332,268",29.89B,38011178.0,0,0.562845409002948,-0.20917083858633953
889,Liquity USDLUSD,,0.9994,0.1%,0.0,0.2,0.3%,"$72,440.85","38,014,427",38.01M,37983850.0,0,-0.46456748096198286,-0.3515228754407345
890,SKOR AISKORAI,,0.06952,1.5%,17.8,30.6,57.2%,"$7,883.90","545,000,000",1B,37886664.0,4,1.942538855052149,-0.03561621299321312
886,LOOKLOOK,,0.04091,0.3%,10.0,8.3,5.8%,"$880,274","922,375,585",922.38M,37774813.0,0,0.6877818170344637,-0.19510256846312465
892,MoonriverMOVR,,3.72,0.8%,0.0,12.5,33.5%,"$5,241,575","10,139,348",12.16M,37750204.0,0,-0.1906326688148974,-0.32279095855788037
