Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap,Cluster,PC1,PC2
1233,Wrapped 0GW0G,,1.79,0.0%,3.3,13.3,-,"$62,870.77","12,139,349",12.14M,21755132.0,0,0.14870407032504931,-0.2826756075195372
1234,Ancient8A8,,0.05841,1.1%,2.0,11.2,40.3%,"$5,140,067","372,179,826",1B,21742542.0,0,-0.02440728930724865,-0.3055477211721959
1232,DRESSdioDRESS,,0.06158,0.0%,5.0,19.4,14.4%,"$104,459","352,683,759",2B,21738426.0,0,0.4497992653714157,-0.24510832774431393
1235,LimeWireLMWR,,0.05877,0.8%,1.4,10.1,25.8%,"$1,778,721","368,475,267",633.05M,21655369.0,0,-0.10721779122437479,-0.3164134409878091
1236,zkVerifyVFY,,0.07053,1.3%,0.6,11.5,-,"$8,130,355","306,194,145",1B,21624057.0,0,-0.15379115294739126,-0.32416795125489367
1237,FwogFWOG,,0.02217,0.6%,1.2,8.0,34.8%,"$1,412,884","975,635,328",975.64M,21609221.0,0,-0.1734240926949345,-0.3240925413405488
1238,Bridged Tether (Avalanche)USDTE,,0.9997,0.1%,0.2,0.0,0.1%,"$186,671","21,604,483",21.6M,21596175.0,0,-0.448793943754306,-0.3565061787026265
1239,Stronghold Staked SOLSTRONGSOL,,215.27,0.4%,1.6,2.8,13.5%,"$15,919.13","99,965",99964.97,21519668.0,0,-0.2515518897830279,-0.3221199556540671
1240,Gnosis xDAI Bridged USDC (Gnosis)USDC,,1.0,0.0%,0.0,0.0,0.0%,"$585,205","21,479,185",21.48M,21482922.0,0,-0.46822719668537327,-0.3593090869741375
1243,cDAICDAI,,0.02498,0.0%,0.2,0.2,0.2%,$510.53,"858,056,804",858.06M,21433579.0,0,-0.4443264012087048,-0.35615038336415705
1241,XPLAXPLA,,0.0266,2.7%,2.2,9.6,16.3%,"$95,404.71","832,395,548",2B,21431984.0,0,-0.04058775598670679,-0.3066708068718749
1244,USDHUSDH,,0.9979,0.2%,0.4,0.5,-,"$2,356,273","21,359,849",100.02B,20838676.0,0,-0.4181830331578279,-0.3529218291023553
1242,KarratKARRAT,,0.02961,0.7%,3.2,2.6,32.5%,"$409,173","721,089,343",1B,21370320.0,0,-0.09929135481600848,-0.30928285488854207
1245,KlerosPNK,,0.02951,0.2%,0.4,9.5,6.4%,"$127,503","724,189,581",805.29M,21368356.0,0,-0.21776019519871403,-0.3317066320934756
1246,DOGSHITDOGSHIT,,0.000352,1.1%,2.0,27.8,6.2%,"$212,113","60,347,516,494",60.35B,21281710.0,0,0.34532111727769993,-0.2669857615408259
1247,SideShiftXAI,,0.138,0.0%,0.4,2.1,15.5%,"$3,092.79","153,701,263",210M,21203345.0,0,-0.38256150421690144,-0.3490578961196423
1249,OpenVPPOVPP,,0.02644,3.1%,0.7,40.2,62.1%,"$1,267,058","800,000,000",1B,21160443.0,0,0.4951410780987293,-0.2559712089483492
1248,Assemble AIASM,,0.01402,0.1%,2.3,4.7,19.8%,"$417,932","1,509,600,000",3B,21164920.0,0,-0.13998552624686478,-0.3168572010670151
1250,AcalaACA,,0.0181,0.7%,2.7,6.3,30.4%,"$4,597,152","1,166,666,660",1.6B,21111421.0,0,-0.0654712603224177,-0.3076386531696793
